"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"STEAP1",7.58187230077217e-12,-4.03669327557148,0.036,0.542,2.24681203761083e-07,"STEAP1"
"WFDC3",7.58187230077217e-12,-3.88685782060483,0.036,0.542,2.24681203761083e-07,"WFDC3"
"STEAP3",7.73347833184732e-12,-3.98392881684839,0.06,0.576,2.29173896885963e-07,"STEAP3"
"SPRED1",8.44047406722739e-12,-4.81125488741036,0.096,0.627,2.50125008508217e-07,"SPRED1"
"SLC44A4",8.51949474518724e-12,-2.84945477368346,0.024,0.525,2.52466707278879e-07,"SLC44A4"
"RNASE1",9.63289106355029e-12,-5.14724403368648,0.12,0.644,2.85461093777249e-07,"RNASE1"
"ITGB6",9.7892996808397e-12,-4.83058584500578,0.012,0.492,2.90096106742004e-07,"ITGB6"
"IL1RN",9.80248097347297e-12,-5.44877960493793,0.145,0.661,2.90486721167898e-07,"IL1RN"
"IGFBP2",1.02851547737232e-11,-4.57525916311788,0.036,0.542,3.04790276564513e-07,"IGFBP2"
"CDS1",1.14043305334526e-11,-4.42714787492111,0.024,0.508,3.37955931028335e-07,"CDS1"
"AHNAK2",1.15255914458302e-11,-3.29629794894403,0.036,0.542,3.41549376905732e-07,"AHNAK2"
"MTMR11",1.19707631650142e-11,-3.61982809832651,0.036,0.542,3.5474159563203e-07,"MTMR11"
"CYR61",1.24327643169484e-11,-4.78567591865145,0.036,0.542,3.68432537768448e-07,"CYR61"
"ADGRF1",1.27815332112658e-11,-4.66476985261623,0,0.458,3.7876795518265e-07,"ADGRF1"
"GALNT5",1.27815332112658e-11,-3.77116571990026,0,0.458,3.7876795518265e-07,"GALNT5"
"LMO3",1.27815332112658e-11,-3.85015770771636,0,0.458,3.7876795518265e-07,"LMO3"
"MUC4",1.27815332112658e-11,-4.73467682731933,0,0.458,3.7876795518265e-07,"MUC4"
"RAP1GAP",1.27815332112658e-11,-4.18362867050166,0,0.458,3.7876795518265e-07,"RAP1GAP"
"SFTPA1",1.27815332112658e-11,-5.27462401480807,0,0.458,3.7876795518265e-07,"SFTPA1"
"VEGFA",1.28078154641672e-11,-4.96407952670534,0.145,0.661,3.7954680346513e-07,"VEGFA"
"IRX3",1.33374994114141e-11,-5.24513376092448,0.024,0.508,3.95243457557846e-07,"IRX3"
"MMP14",1.40326634991256e-11,-4.33158771828236,0.108,0.627,4.15843950133087e-07,"MMP14"
"EREG",1.42540450427432e-11,-4.80570122288555,0.169,0.695,4.22404370796651e-07,"EREG"
"AK4",1.54741605105151e-11,-4.36689927035673,0.06,0.576,4.58561272568605e-07,"AK4"
"CTTN",1.61648264919779e-11,-4.70840841751795,0.145,0.695,4.79028468263272e-07,"CTTN"
"TMEM132A",1.68528074038601e-11,-3.17450228532865,0.024,0.508,4.99416094605989e-07,"TMEM132A"
"CLDN3",1.81195694671691e-11,-3.27931219731143,0.06,0.559,5.36955321590089e-07,"CLDN3"
"PLPP2",1.84576921393779e-11,-4.90597174878013,0.108,0.627,5.46975248858326e-07,"PLPP2"
"KRT8",2.01758162851494e-11,-5.19320781546029,0.193,0.678,5.97890139794116e-07,"KRT8"
"TMEM98",2.08432082093246e-11,-4.01891468009534,0.072,0.593,6.17667632075125e-07,"TMEM98"
"SDC4",2.11718368766526e-11,-5.16630581967268,0.181,0.695,6.27406214002722e-07,"SDC4"
"ITGAV",2.47056977844171e-11,-4.27965772418746,0.157,0.712,7.32128648143417e-07,"ITGAV"
"SGMS2",2.54758853693148e-11,-3.97593955495454,0.048,0.542,7.54952387034274e-07,"SGMS2"
"NTN4",2.64867929480585e-11,-3.9341727790627,0.012,0.475,7.84909622222767e-07,"NTN4"
"MMP7",2.82537604690631e-11,-4.13946299037255,0.024,0.492,8.37271937740216e-07,"MMP7"
"VSIG2",2.86918732898143e-11,-4.20481453037377,0.012,0.475,8.50254973070357e-07,"VSIG2"
"CXCL2",2.99352016995423e-11,-3.53899229074122,0.265,0.746,8.87099767164236e-07,"CXCL2"
"RND3",3.1737289110464e-11,-4.55475088053031,0.048,0.525,9.40502825499489e-07,"RND3"
"ARFGEF3",3.17507223605925e-11,-3.22682860505992,0.024,0.492,9.40900906433797e-07,"ARFGEF3"
"KCNK1",3.35435306567593e-11,-3.7522619141417,0.06,0.559,9.94028987482405e-07,"KCNK1"
"SERPINA1",3.41690951535366e-11,-4.47801194582964,0.301,0.763,1.01256696577991e-06,"SERPINA1"
"ITGB8",3.43137913789959e-11,-3.29532015482684,0.024,0.492,1.01685489372517e-06,"ITGB8"
"SIPA1L2",3.43322587867846e-11,-3.66267864311296,0.036,0.525,1.01740215688758e-06,"SIPA1L2"
"ARHGEF16",3.60128429221546e-11,-3.1682053030822,0,0.441,1.06720458715513e-06,"ARHGEF16"
"C1orf210",3.60128429221546e-11,-2.69292031562637,0,0.441,1.06720458715513e-06,"C1orf210"
"CEACAM5",3.60128429221546e-11,-5.05875211156964,0,0.441,1.06720458715513e-06,"CEACAM5"
"CGN",3.60128429221546e-11,-2.62316058802583,0,0.441,1.06720458715513e-06,"CGN"
"FUT3",3.60128429221546e-11,-3.16328141780476,0,0.441,1.06720458715513e-06,"FUT3"
"LAMC2",3.60128429221546e-11,-4.19288054743577,0,0.441,1.06720458715513e-06,"LAMC2"
"SIX1",3.60128429221546e-11,-3.56190563854164,0,0.441,1.06720458715513e-06,"SIX1"
"C15orf48",3.68337241214002e-11,-4.36173779076169,0.289,0.78,1.09153058061357e-06,"C15orf48"
"FN1",3.72585366552237e-11,-5.72473622395594,0.133,0.644,1.1041194752409e-06,"FN1"
"RBFOX2",3.75802591653336e-11,-4.18196823938194,0.084,0.61,1.1136534001055e-06,"RBFOX2"
"GNG12",4.63233927029942e-11,-4.15796370719661,0.06,0.559,1.37274741936053e-06,"GNG12"
"ABCC3",4.94480453289543e-11,-5.30187010939739,0.096,0.593,1.46534337527823e-06,"ABCC3"
"FOXC1",5.24691097087872e-11,-3.18066017996343,0.024,0.492,1.5548695971102e-06,"FOXC1"
"LRP5",5.49559056728022e-11,-3.41529594180093,0.048,0.542,1.62856330870782e-06,"LRP5"
"FAM20C",5.69641114456273e-11,-4.13615538162739,0.12,0.644,1.68807447857972e-06,"FAM20C"
"PON3",6.11719439162761e-11,-2.47211338549069,0.024,0.492,1.81276938601493e-06,"PON3"
"ADAM9",6.6269184342885e-11,-3.47916621202514,0.193,0.712,1.96382100881705e-06,"ADAM9"
"TMEM125",6.94443026294059e-11,-4.50475111490673,0.06,0.542,2.05791246411982e-06,"TMEM125"
"MCEMP1",7.35983949056456e-11,-5.09295893962555,0.012,0.458,2.1810148346339e-06,"MCEMP1"
"TEAD1",7.47993819367953e-11,-3.4576801032677,0.036,0.508,2.21660488431499e-06,"TEAD1"
"PXDN",7.65767437531888e-11,-4.21305304219815,0.012,0.458,2.269275224382e-06,"PXDN"
"FAM129B",7.72716625385698e-11,-4.4922143122989,0.133,0.661,2.28986844766798e-06,"FAM129B"
"ASS1",7.76362042690364e-11,-4.06158705700687,0.036,0.508,2.30067127730862e-06,"ASS1"
"AMOTL2",8.28912517235142e-11,-2.68917093179957,0.012,0.458,2.45639935357462e-06,"AMOTL2"
"FAT1",8.62373461958079e-11,-3.10637595258917,0.024,0.492,2.55555751716657e-06,"FAT1"
"LGR4",8.97139755928546e-11,-3.70701821379886,0.012,0.458,2.65858395271865e-06,"LGR4"
"CST6",9.22308621827765e-11,-5.06807331499517,0.036,0.492,2.7331693699244e-06,"CST6"
"PVRL4",9.22308621827765e-11,-3.98298735547581,0.036,0.492,2.7331693699244e-06,"PVRL4"
"CLDN12",9.88227912243421e-11,-2.78295038926944,0.108,0.627,2.92851459514215e-06,"CLDN12"
"C1orf116",1.00108074726868e-10,-3.18122551754513,0,0.424,2.96660268645601e-06,"C1orf116"
"DNAJC22",1.00108074726868e-10,-2.52172037360073,0,0.424,2.96660268645601e-06,"DNAJC22"
"ESRP2",1.00108074726868e-10,-3.25620968258302,0,0.424,2.96660268645601e-06,"ESRP2"
"PPP1R1B",1.00108074726868e-10,-4.45345569535601,0,0.424,2.96660268645601e-06,"PPP1R1B"
"SFTA1P",1.00108074726868e-10,-3.59349087709351,0,0.424,2.96660268645601e-06,"SFTA1P"
"SLC44A3",1.00108074726868e-10,-2.72588860289319,0,0.424,2.96660268645601e-06,"SLC44A3"
"STEAP2",1.00108074726868e-10,-3.90906810255288,0,0.424,2.96660268645601e-06,"STEAP2"
"TFAP2A",1.00108074726868e-10,-3.89935699141565,0,0.424,2.96660268645601e-06,"TFAP2A"
"CD276",1.12441138972546e-10,-4.24948936948561,0.12,0.627,3.33208071231243e-06,"CD276"
"SELENBP1",1.39058088000554e-10,-3.99606038851354,0.036,0.492,4.12084737980841e-06,"SELENBP1"
"ERBB3",1.50781350673881e-10,-3.84224663113474,0.096,0.593,4.46825454586979e-06,"ERBB3"
"TMC4",1.52399220672859e-10,-3.65600650489774,0.048,0.525,4.5161985054195e-06,"TMC4"
"BAIAP2L1",1.61815621388124e-10,-3.65105658278607,0.096,0.61,4.79524412421566e-06,"BAIAP2L1"
"EFNB2",1.63720603428653e-10,-3.68694015562845,0.048,0.525,4.8516963620047e-06,"EFNB2"
"ANXA3",1.65650931856249e-10,-4.38841671228445,0.012,0.441,4.90889971462807e-06,"ANXA3"
"TMEM144",1.70928202214338e-10,-2.17123950486943,0.072,0.559,5.06528634441969e-06,"TMEM144"
"CXADR",1.71957694483467e-10,-3.51725385063238,0.108,0.61,5.09579431832305e-06,"CXADR"
"PDPN",1.79268730472171e-10,-4.19138840385498,0.012,0.441,5.31244955881232e-06,"PDPN"
"FAM20A",1.84105704750313e-10,-4.12263400267862,0.084,0.576,5.45578845457078e-06,"FAM20A"
"S100A9",1.84566263984269e-10,-4.13181663733247,0.337,0.831,5.46943666690982e-06,"S100A9"
"SRPX2",1.86481852927946e-10,-3.74799225055355,0.012,0.441,5.52620322966674e-06,"SRPX2"
"S100A8",1.89386357359608e-10,-4.9435720430461,0.169,0.644,5.61227531399462e-06,"S100A8"
"TOM1L1",1.9777588761276e-10,-3.04954931114044,0.084,0.593,5.86089065351652e-06,"TOM1L1"
"SPR",1.99564522134801e-10,-3.96616946527612,0.12,0.61,5.91389504894268e-06,"SPR"
"CRABP2",2.00915300857527e-10,-5.06622523502163,0.084,0.559,5.95392402561196e-06,"CRABP2"
"LAD1",2.0294089846139e-10,-3.51265100748876,0.072,0.559,6.01395058500484e-06,"LAD1"
"NEBL",2.09456358309993e-10,-3.07796865358639,0.024,0.475,6.20702972215835e-06,"NEBL"
"MRC2",2.24885678319542e-10,-3.53777359624525,0.072,0.559,6.66426219132131e-06,"MRC2"
"BOK",2.27019829476591e-10,-3.36548603766474,0.012,0.441,6.7275056267093e-06,"BOK"
"PARD3",2.3322082903339e-10,-2.58302102658484,0.036,0.492,6.91126604757548e-06,"PARD3"
"TSPAN6",2.44511980256655e-10,-3.33877704242739,0.12,0.644,7.2458680229257e-06,"TSPAN6"
"C9orf152",2.74615889531738e-10,-3.84227612345144,0,0.407,8.13796727038352e-06,"C9orf152"
"FOXA2",2.74615889531738e-10,-3.63514519742055,0,0.407,8.13796727038352e-06,"FOXA2"
"LRIG3",2.74615889531738e-10,-4.74205069313212,0,0.407,8.13796727038352e-06,"LRIG3"
"MISP",2.74615889531738e-10,-3.14797378107068,0,0.407,8.13796727038352e-06,"MISP"
"PCDH1",2.74615889531738e-10,-3.2387948820357,0,0.407,8.13796727038352e-06,"PCDH1"
"SPINK1",2.74615889531738e-10,-3.96965826620618,0,0.407,8.13796727038352e-06,"SPINK1"
"TDRP",2.74615889531738e-10,-3.31876910428835,0,0.407,8.13796727038352e-06,"TDRP"
"TMPRSS2",2.74615889531738e-10,-2.83856572991968,0,0.407,8.13796727038352e-06,"TMPRSS2"
"PKP3",2.8823699817542e-10,-4.5539217143208,0.06,0.525,8.54161520393041e-06,"PKP3"
"ZNF205",2.91770690137563e-10,-3.22214118374357,0.048,0.508,8.64633263153656e-06,"ZNF205"
"EVPL",3.12533447021011e-10,-3.49379970475193,0.036,0.492,9.26161616902063e-06,"EVPL"
"ITGB5",3.13484996389993e-10,-4.17232556529431,0.12,0.61,9.28981438302106e-06,"ITGB5"
"FKBP9",3.22434543872551e-10,-4.31942661138417,0.084,0.559,9.55502527311917e-06,"FKBP9"
"BCAM",3.27009345476799e-10,-4.72890419841853,0.072,0.559,9.69059494385945e-06,"BCAM"
"ADGRF5",3.45203328539541e-10,-3.9944735027952,0.024,0.458,1.02297554379407e-05,"ADGRF5"
"LRP3",3.61521962145196e-10,-2.94325078565602,0.036,0.492,1.07133418262107e-05,"LRP3"
"ETV4",4.01419324203377e-10,-3.02286460727775,0.024,0.458,1.18956602534429e-05,"ETV4"
"G0S2",4.04861120272266e-10,-3.60497784199058,0.265,0.797,1.19976544381483e-05,"G0S2"
"HOXD1",4.14994574087664e-10,-3.57026405139802,0.012,0.424,1.22979492085138e-05,"HOXD1"
"FCGR2A",4.16851732034597e-10,-3.79860599197518,0.217,0.729,1.23529842271132e-05,"FCGR2A"
"CRNDE",4.24748259321545e-10,-4.29425942150433,0.133,0.593,1.25869899167347e-05,"CRNDE"
"RAB17",4.45226831168705e-10,-3.10822879393778,0.036,0.475,1.31938519148534e-05,"RAB17"
"TUSC3",4.45226831168705e-10,-4.54351768322352,0.036,0.475,1.31938519148534e-05,"TUSC3"
"AQP9",4.47103421757211e-10,-4.97997331988529,0.048,0.492,1.32494628003532e-05,"AQP9"
"ANOS1",4.8547288287312e-10,-3.17888887993475,0.012,0.424,1.4386503411062e-05,"ANOS1"
"TGM2",4.9375967828572e-10,-4.95418742927272,0.169,0.644,1.4632074306319e-05,"TGM2"
"TSPAN8",5.0484217863223e-10,-4.71239034510448,0.012,0.424,1.49604931215875e-05,"TSPAN8"
"F3",5.45531298356429e-10,-3.40325294316763,0.072,0.525,1.61662744954944e-05,"F3"
"SCD",5.52683963663516e-10,-4.31359667903515,0.181,0.678,1.63782365792046e-05,"SCD"
"PVRL2",5.58519557947001e-10,-3.80877022511078,0.229,0.712,1.65511685802014e-05,"PVRL2"
"NFIB",5.61271844035875e-10,-3.29338431799498,0.096,0.593,1.66327298261591e-05,"NFIB"
"CMTM4",6.29158810117852e-10,-2.12234998176181,0.024,0.458,1.86444921790324e-05,"CMTM4"
"MIR210HG",6.38685855621331e-10,-3.48101144027811,0.096,0.593,1.89268166454825e-05,"MIR210HG"
"DNALI1",6.55572904996272e-10,-3.54456681990755,0.024,0.441,1.94272474666595e-05,"DNALI1"
"CDC42EP1",6.61380007392158e-10,-3.40152821752315,0.181,0.678,1.95993351390592e-05,"CDC42EP1"
"PTGS2",6.64043133651644e-10,-4.11554688362732,0.169,0.661,1.96782542226328e-05,"PTGS2"
"OLR1",6.82098309621245e-10,-4.53689245254819,0.096,0.542,2.0213301307316e-05,"OLR1"
"MDFI",6.89165178309579e-10,-3.13448884457049,0.036,0.475,2.04227208940261e-05,"MDFI"
"CREB5",7.27475429052299e-10,-3.86557673042938,0.133,0.593,2.15580068645358e-05,"CREB5"
"DPYSL3",7.34014183889629e-10,-3.78911894398735,0.024,0.441,2.17517763253853e-05,"DPYSL3"
"ARHGEF17",7.43594861516733e-10,-3.09541030341418,0,0.39,2.20356901261869e-05,"ARHGEF17"
"C5orf49",7.43594861516733e-10,-3.08827203674478,0,0.39,2.20356901261869e-05,"C5orf49"
"INHBB",7.43594861516733e-10,-3.56354183633533,0,0.39,2.20356901261869e-05,"INHBB"
"SCEL",7.43594861516733e-10,-2.97049317058119,0,0.39,2.20356901261869e-05,"SCEL"
"SLC6A14",7.43594861516733e-10,-3.23537832625088,0,0.39,2.20356901261869e-05,"SLC6A14"
"SPINK5",7.43594861516733e-10,-5.53686752451787,0,0.39,2.20356901261869e-05,"SPINK5"
"TOX3",7.43594861516733e-10,-3.73679511160524,0,0.39,2.20356901261869e-05,"TOX3"
"RHBDL2",8.05000764875508e-10,-2.73637291595801,0.012,0.424,2.38553926663208e-05,"RHBDL2"
"VCAN",8.12819947318154e-10,-5.36938020953274,0.108,0.559,2.40871063188262e-05,"VCAN"
"WDFY3",8.39505114618459e-10,-3.57117532666195,0.108,0.559,2.48778945666034e-05,"WDFY3"
"TNFRSF12A",8.79733565449738e-10,-5.11216733028949,0.169,0.61,2.60700244785375e-05,"TNFRSF12A"
"MYOF",8.85892256667772e-10,-4.2211182538107,0.12,0.593,2.62525311340927e-05,"MYOF"
"S100A2",9.79680927559074e-10,-4.28441760034425,0.072,0.508,2.90318646072856e-05,"S100A2"
"SLC11A1",1.03701817171397e-09,-4.3411822619586,0.181,0.627,3.07309965005719e-05,"SLC11A1"
"TMEM51",1.04736657714729e-09,-4.09854116062939,0.157,0.61,3.10376611471827e-05,"TMEM51"
"TFPI",1.07310039731736e-09,-4.88126042786063,0.169,0.661,3.18002571741025e-05,"TFPI"
"SHROOM3",1.2013016717219e-09,-3.23321068145272,0.06,0.508,3.55993737398069e-05,"SHROOM3"
"CCL7",1.24827728125199e-09,-5.23351246329629,0.012,0.407,3.69914489526216e-05,"CCL7"
"PTPRF",1.41993526649362e-09,-4.06356048406098,0.145,0.627,4.20783616872721e-05,"PTPRF"
"KRT15",1.45772818280019e-09,-4.10987840473478,0.012,0.407,4.31983169691008e-05,"KRT15"
"PLAU",1.46466933844593e-09,-5.11057926848814,0.12,0.559,4.34040111755066e-05,"PLAU"
"CPE",1.51209374657183e-09,-4.06777925271128,0.072,0.542,4.48093860859097e-05,"CPE"
"C16orf89",1.51522349369481e-09,-4.63530394404899,0.012,0.407,4.4902133012152e-05,"C16orf89"
"RASEF",1.51522349369481e-09,-3.41782264079956,0.012,0.407,4.4902133012152e-05,"RASEF"
"GPR84",1.53523133899362e-09,-3.67767806996012,0.048,0.475,4.5495045499737e-05,"GPR84"
