"","number_in_list","fold_enrichment","fdr","expected","number_in_reference","pValue","plus_minus","term.id","term.label"
"17",181,2.55483870967742,5.07720706687271e-30,70.8459595959596,905,5.66243653721945e-33,"+","GO:0035295","tube development"
"18",151,2.82003395585739,1.17898598196197e-29,53.5454545454545,684,1.39222906746149e-32,"+","GO:0035239","tube morphogenesis"
"19",864,1.34892486260162,9.32498957292133e-29,640.510101010101,8182,1.16233551063114e-31,"+","GO:0050896","response to stimulus"
"20",189,2.41432258064516,2.89794854543329e-28,78.2828282828283,1000,3.80233358975699e-31,"+","GO:2000145","regulation of cell motility"
"21",309,1.89861751152074,1.29497212539933e-27,162.75,2079,1.78405921625572e-30,"+","GO:0007166","cell surface receptor signaling pathway"
"22",180,2.44612216884008,1.49629206703298e-27,73.5858585858586,940,2.15957655807423e-30,"+","GO:0030334","regulation of cell migration"
"23",192,2.35378614327286,2.63232789140598e-27,81.5707070707071,1042,3.97189145852769e-30,"+","GO:0040012","regulation of locomotion"
"24",183,2.40749476761569,3.3431016031761e-27,76.0126262626263,971,5.2636907745343e-30,"+","GO:0048646","anatomical structure formation involved in morphogenesis"
"25",610,1.48085482031853,5.93654353785159e-27,411.924242424242,5262,9.73650780333856e-30,"+","GO:0007154","cell communication"
"26",595,1.48769723258765,1.28398447186767e-26,399.94696969697,5109,2.19009356875677e-29,"+","GO:0023052","signaling"
"27",319,1.8463832088516,1.47329077252185e-26,172.770202020202,2207,2.60964710739945e-29,"+","GO:0007399","nervous system development"
"28",125,2.95152346312086,2.73130980982174e-26,42.3510101010101,541,5.01716687495957e-29,"+","GO:0034330","cell junction organization"
"29",175,2.40892658509455,5.8288545460533e-26,72.6464646464647,928,1.10894693849994e-28,"+","GO:0072359","circulatory system development"
"30",257,1.95881130187081,2.27121989354774e-24,131.20202020202,1676,4.47002537600422e-27,"+","GO:0042127","regulation of cell population proliferation"
"31",104,3.08957239309827,2.78498795658585e-23,33.6616161616162,430,5.66388681061218e-26,"+","GO:0009611","response to wounding"
"32",550,1.46707171677029,2.66611556107129e-22,374.896464646465,4789,5.59704113063578e-25,"+","GO:0007165","signal transduction"
"33",673,1.38438522674147,3.7842733288083e-22,486.136363636364,6210,8.1926799088548e-25,"+","GO:0048518","positive regulation of biological process"
"34",692,1.37092771952293,8.24908954029759e-22,504.767676767677,6448,1.83998585823078e-24,"+","GO:0051716","cellular response to stimulus"
"35",101,2.99348851133897,1.76534109835694e-21,33.739898989899,431,4.05346312684463e-24,"+","GO:0048514","blood vessel morphogenesis"
"36",627,1.40343777025385,2.04095556932879e-21,446.760101010101,5707,4.82020602872377e-24,"+","GO:0048522","positive regulation of cellular process"
"37",117,2.71248755927639,3.08861842970425e-21,43.1338383838384,551,7.49713848317637e-24,"+","GO:0001944","vasculature development"
"38",129,2.56278533085838,3.13231048344273e-21,50.3358585858586,643,7.80868584732819e-24,"+","GO:0030855","epithelial cell differentiation"
"39",154,2.32807787745753,5.76864646573901e-21,66.1489898989899,845,1.4759378873176e-23,"+","GO:0022603","regulation of anatomical structure morphogenesis"
"40",113,2.72355447352404,1.2256519858383e-20,41.489898989899,530,3.21630121587167e-23,"+","GO:0001568","blood vessel development"
"41",87,3.22131837307153,1.19876099438429e-20,27.0075757575758,345,3.22437845370045e-23,"+","GO:0006935","chemotaxis"
"42",243,1.87901273139108,1.66549982492295e-20,129.323232323232,1652,4.58905678978966e-23,"+","GO:0051240","positive regulation of multicellular organismal process"
"43",87,3.20275169656968,1.74671335085615e-20,27.1641414141414,347,4.92742072340186e-23,"+","GO:0042330","taxis"
"44",90,3.12412342215989,1.94545354660721e-20,28.8080808080808,368,5.61568956574933e-23,"+","GO:0040011","locomotion"
"45",114,2.68187488861166,2.63155278623849e-20,42.5075757575758,543,7.76880373815733e-23,"+","GO:0030335","positive regulation of cell migration"
"46",118,2.62605372597505,2.8213499540043e-20,44.9343434343434,574,8.5142096624154e-23,"+","GO:0048729","tissue morphogenesis"
"47",114,2.676944971537,2.9523832599956e-20,42.5858585858586,544,9.10332698417591e-23,"+","GO:0098609","cell-cell adhesion"
"48",208,1.98730909354115,3.3013405100659e-20,104.664141414141,1337,1.03958764339804e-22,"+","GO:0051094","positive regulation of developmental process"
"49",209,1.98351147965297,4.00888057904008e-20,105.368686868687,1346,1.28869086382578e-22,"+","GO:0022008","neurogenesis"
"50",119,2.5985111662531,4.30003232278478e-20,45.7954545454545,585,1.41049410312431e-22,"+","GO:0040017","positive regulation of locomotion"
"51",117,2.62207130730051,4.45467984066852e-20,44.6212121212121,570,1.49044592189264e-22,"+","GO:2000147","positive regulation of cell motility"
"52",169,2.16750874465604,6.02262721633717e-20,77.969696969697,996,2.05456022600231e-22,"+","GO:0009887","animal organ morphogenesis"
"53",101,2.78659513690518,3.5914801932991e-19,36.2449494949495,463,1.24875976018404e-21,"+","GO:0002009","morphogenesis of an epithelium"
"54",304,1.69578813917453,3.70482670648479e-19,179.267676767677,2290,1.31247551105543e-21,"+","GO:0009605","response to external stimulus"
"55",229,1.8680014831294,6.62640981086203e-19,122.590909090909,1566,2.3909502040111e-21,"+","GO:0045595","regulation of cell differentiation"
"56",463,1.48529673854928,6.58395224407784e-19,311.722222222222,3982,2.41882389075877e-21,"+","GO:0048583","regulation of response to stimulus"
"57",142,2.29903103152214,6.51639430234106e-19,61.7651515151515,789,2.43675441339264e-21,"+","GO:0030155","regulation of cell adhesion"
"58",413,1.53364591147787,8.32520038112718e-19,269.292929292929,3440,3.16775977238979e-21,"+","GO:0010646","regulation of cell communication"
"59",211,1.91976840363937,1.18837210748554e-18,109.909090909091,1404,4.59974770987644e-21,"+","GO:2000026","regulation of multicellular organismal development"
"60",296,1.68801843317972,2.40340418880427e-18,175.353535353535,2240,9.46035894038289e-21,"+","GO:0048468","cell development"
"61",569,1.39564441801695,3.58301933622596e-18,407.69696969697,5208,1.4338659024456e-20,"+","GO:0048519","negative regulation of biological process"
"62",409,1.52144588272869,5.52057909514487e-18,268.823232323232,3434,2.24546286097869e-20,"+","GO:0023051","regulation of signaling"
"63",111,2.52751423149905,1.09810567134655e-17,43.9166666666667,561,4.53851979891314e-20,"+","GO:0006954","inflammatory response"
"64",78,3.09436986575837,1.99642210118522e-17,25.2070707070707,322,8.38227478028302e-20,"+","GO:0042060","wound healing"
"65",307,1.64155605665753,2.70161792535589e-17,187.017676767677,2389,1.15203808402633e-19,"+","GO:0070887","cellular response to chemical stimulus"
"66",181,1.97449106085232,4.74706586100206e-17,91.6691919191919,1171,2.05541131552933e-19,"+","GO:0048699","generation of neurons"
"67",365,1.54338981964955,1.29045897799779e-16,236.492424242424,3021,5.67216109203251e-19,"+","GO:0009966","regulation of signal transduction"
"68",141,0.547798445961855,3.06651893957274e-16,257.393939393939,3288,1.36799375379483e-18,"-","GO:0034641","cellular nitrogen compound metabolic process"
"69",78,2.93055028462998,5.76615301395736e-16,26.6161616161616,340,2.6101460208821e-18,"+","GO:0001525","angiogenesis"
"70",76,0.445338857650192,5.92531677933928e-16,170.656565656566,2180,2.72106655221249e-18,"-","GO:0090304","nucleic acid metabolic process"
"71",169,1.97154220061865,1.08541763818431e-15,85.719696969697,1095,5.05574049144432e-18,"+","GO:0030182","neuron differentiation"
"72",78,2.87973149356703,1.62945693401282e-15,27.0858585858586,346,7.69670663576218e-18,"+","GO:0008544","epidermis development"
"73",170,1.94588969823101,2.40858508546018e-15,87.3636363636364,1116,1.1534915124227e-17,"+","GO:0051241","negative regulation of multicellular organismal process"
"74",124,2.23098591549296,2.47740199676127e-15,55.5808080808081,710,1.20270122522032e-17,"+","GO:0008285","negative regulation of cell population proliferation"
"75",164,1.97825093667184,2.45238331376734e-15,82.9015151515152,1059,1.20664402369974e-17,"+","GO:0009790","embryo development"
"76",1077,1.17367398495247,6.67903357901618e-15,917.631313131313,11722,3.33009612284478e-17,"+","GO:0050789","regulation of biological process"
"77",112,0.521585737301989,7.61410882524852e-15,214.729797979798,2743,3.84626634877738e-17,"-","GO:0006139","nucleobase-containing compound metabolic process"
"78",1106,1.163681580143,1.94868083271316e-14,950.431818181818,12141,9.97160040357058e-17,"+","GO:0065007","biological regulation"
"79",57,3.38664666166542,1.98922310726303e-14,16.8308080808081,215,1.03095601570412e-16,"+","GO:0060326","cell chemotaxis"
"80",1308,1.11778466425544,2.20867303455351e-14,1170.17171717172,14948,1.15918023200342e-16,"+","GO:0009987","cellular process"
"81",424,1.43287250384025,3.95421238603376e-14,295.909090909091,3780,2.10123468653634e-16,"+","GO:0042221","response to chemical"
"82",0,0,4.12543197637649e-14,34.6792929292929,443,2.21928375033046e-16,"-","GO:0050911","detection of chemical stimulus involved in sensory perception of smell"
"83",300,1.5693112467306,4.27039070759286e-14,191.166666666667,2442,2.32527998904551e-16,"+","GO:0051128","regulation of cellular component organization"
"84",518,1.36489939316512,4.53358534414807e-14,379.515151515152,4848,2.49833476945771e-16,"+","GO:0048523","negative regulation of cellular process"
"85",170,1.8867184215689,4.56930080343247e-14,90.1035353535353,1151,2.54799296917772e-16,"+","GO:0051174","regulation of phosphorus metabolic process"
"86",212,1.74268277494084,4.7758682901373e-14,121.651515151515,1554,2.69451336975535e-16,"+","GO:1901700","response to oxygen-containing compound"
"87",302,1.56376426899591,5.51886000771348e-14,193.123737373737,2467,3.14991025828953e-16,"+","GO:0010033","response to organic substance"
"88",77,2.72468948261996,5.88944798361829e-14,28.260101010101,361,3.40006181564265e-16,"+","GO:0050678","regulation of epithelial cell proliferation"
"89",34,4.99221357063404,8.28317166789825e-14,6.81060606060606,87,4.83633325751456e-16,"+","GO:0071621","granulocyte chemotaxis"
"90",169,1.87725105189341,1.0625409688596e-13,90.0252525252525,1150,6.27361327805316e-16,"+","GO:0019220","regulation of phosphate metabolic process"
"91",138,2.02392503981334,1.17091337167457e-13,68.1843434343434,871,6.99029828920725e-16,"+","GO:0045597","positive regulation of cell differentiation"
"92",15,0.218486776768308,1.30750885376864e-13,68.6540404040404,877,7.89154461370561e-16,"-","GO:0006396","RNA processing"
"93",90,2.46183601574912,1.39400518450795e-13,36.5580808080808,467,8.50505032862555e-16,"+","GO:0043410","positive regulation of MAPK cascade"
"94",66,2.93761942227717,1.54433853553755e-13,22.4671717171717,287,9.52357294105687e-16,"+","GO:0034329","cell junction assembly"
"95",199,1.76043249039407,1.74918405396815e-13,113.040404040404,1444,1.0901560396705e-15,"+","GO:0006952","defense response"
"96",229,1.66778239599809,3.73007955139145e-13,137.308080808081,1754,2.34919397056734e-15,"+","GO:0010647","positive regulation of cell communication"
"97",3,0.0717651322943095,3.77367644647148e-13,41.8030303030303,534,2.40140795976995e-15,"-","GO:0034660","ncRNA metabolic process"
"98",132,0.567550840924637,4.18596528639054e-13,232.578282828283,2971,2.69123268428966e-15,"-","GO:0006725","cellular aromatic compound metabolic process"
"99",210,1.71082949308756,4.35134276175995e-13,122.747474747475,1568,2.82610334851562e-15,"+","GO:0009967","positive regulation of signal transduction"
"100",160,1.88201746569239,4.51427067403821e-13,85.0151515151515,1086,2.96153688515267e-15,"+","GO:0007267","cell-cell signaling"
"101",136,1.99918334013883,4.95766064925018e-13,68.0277777777778,869,3.28494210834001e-15,"+","GO:0048666","neuron development"
"102",116,2.12903225806452,6.46064672463966e-13,54.4848484848485,696,4.32320387006e-15,"+","GO:0000902","cell morphogenesis"
"103",193,1.75100806451613,6.66658373352015e-13,110.222222222222,1408,4.50474397790839e-15,"+","GO:0050790","regulation of catalytic activity"
"104",149,1.92452460941322,7.13890705412683e-13,77.4217171717172,989,4.87073629619622e-15,"+","GO:0042325","regulation of phosphorylation"
"105",228,1.65860827393637,7.5158063337956e-13,137.464646464646,1756,5.17719389259685e-15,"+","GO:0023056","positive regulation of signaling"
"106",44,3.74709677419355,8.80494259485278e-13,11.7424242424242,150,6.12296736242469e-15,"+","GO:0030595","leukocyte chemotaxis"
"107",332,1.48860381118446,1.03760513914444e-12,223.027777777778,2849,7.2835891811622e-15,"+","GO:0065008","regulation of biological quality"
"108",131,0.570938026215868,1.16149061791439e-12,229.44696969697,2931,8.2294159112218e-15,"-","GO:0046483","heterocycle metabolic process"
"109",166,1.83435651300368,1.15499121133072e-12,90.4949494949495,1156,8.25913809847462e-15,"+","GO:0120036","plasma membrane bounded cell projection organization"
"110",254,1.59992364955144,1.15153501209767e-12,158.757575757576,2028,8.30996859743778e-15,"+","GO:0032879","regulation of localization"
"111",133,1.99409359382099,1.19116349211179e-12,66.6969696969697,852,8.67408959026494e-15,"+","GO:0033993","response to lipid"
"112",274,1.56116370751921,1.66043202560313e-12,175.510101010101,2242,1.22002484332186e-14,"+","GO:0048584","positive regulation of response to stimulus"
"113",383,1.43097868646746,1.8142263372479e-12,267.64898989899,3419,1.34492931909081e-14,"+","GO:0006950","response to stress"
"114",35,4.42670073458959,1.81844459685683e-12,7.90656565656566,101,1.35998611849163e-14,"+","GO:0097530","granulocyte migration"
"115",105,2.18451192602711,2.37102188689313e-12,48.0656565656566,614,1.78880480871685e-14,"+","GO:0007167","enzyme-linked receptor protein signaling pathway"
"116",170,1.80216838441976,2.4449575531612e-12,94.3308080808081,1205,1.86062504865643e-14,"+","GO:0030030","cell projection organization"
"117",31,4.88888888888889,2.44390757567775e-12,6.34090909090909,81,1.87585899333659e-14,"+","GO:0030593","neutrophil chemotaxis"
"118",2,0.0544741729142307,2.95498128196138e-12,36.7146464646465,469,2.28752733235874e-14,"-","GO:0007608","sensory perception of smell"
"119",109,2.13884346662703,4.01900201510246e-12,50.9621212121212,651,3.13757947777467e-14,"+","GO:0043408","regulation of MAPK cascade"
"120",109,2.12254130605822,5.29335307647956e-12,51.3535353535353,656,4.16717423851963e-14,"+","GO:0120035","regulation of plasma membrane bounded cell projection organization"
"121",111,2.11002304147465,5.78558386140853e-12,52.6060606060606,672,4.59263692993789e-14,"+","GO:0031344","regulation of cell projection organization"
"122",249,1.58405089320139,6.38274186507451e-12,157.191919191919,2008,5.10853839492941e-14,"+","GO:0065009","regulation of molecular function"
"123",3,0.0780500624137705,6.68850392208581e-12,38.4368686868687,491,5.39713955531427e-14,"-","GO:0050907","detection of chemical stimulus involved in sensory perception"
"124",210,1.65898617511521,8.76282695564578e-12,126.583333333333,1617,7.12845596339353e-14,"+","GO:0051049","regulation of transport"
"125",47,3.35411785907371,9.0779486011553e-12,14.0126262626263,179,7.44435855897404e-14,"+","GO:0045216","cell-cell junction organization"
"126",204,1.67369009882528,9.35108719396276e-12,121.886363636364,1557,7.72969222882181e-14,"+","GO:0044419","biological process involved in interspecies interaction between organisms"
"127",189,1.71107199195263,1.03140373469859e-11,110.457070707071,1411,8.59333952022047e-14,"+","GO:0009719","response to endogenous stimulus"
"128",1,0.0305602716468591,1.09825417018722e-11,32.7222222222222,418,9.22236658032963e-14,"-","GO:0034470","ncRNA processing"
"129",115,2.0545905707196,1.10259388999908e-11,55.9722222222222,715,9.33114293839016e-14,"+","GO:0098657","import into cell"
"130",226,1.620981326185,1.15014562431774e-11,139.421717171717,1781,9.80902257831829e-14,"+","GO:1902531","regulation of intracellular signal transduction"
"131",101,2.16475427581728,1.14142528606429e-11,46.6565656565657,596,9.80953306267936e-14,"+","GO:0048598","embryonic morphogenesis"
"132",93,2.25426944971537,1.14313881169914e-11,41.2550505050505,527,9.89925363408036e-14,"+","GO:0006897","endocytosis"
"133",62,2.77894736842105,1.20585587844145e-11,22.3106060606061,285,1.05214742395009e-13,"+","GO:0043588","skin development"
"134",214,1.64283498759305,1.64189043144226e-11,130.262626262626,1664,1.4433728125255e-13,"+","GO:0048585","negative regulation of response to stimulus"
"135",66,2.65961127505851,1.70465671249911e-11,24.8156565656566,317,1.50973336080417e-13,"+","GO:0060562","epithelial tube morphogenesis"
"136",52,3.0752688172043,1.74868044384729e-11,16.9090909090909,216,1.56019510833321e-13,"+","GO:0060541","respiratory system development"
"137",52,0.43415559772296,1.7669696996925e-11,119.772727272727,1530,1.58810502432509e-13,"-","GO:0016070","RNA metabolic process"
"138",95,2.21855281004895,1.7642002019347e-11,42.8207070707071,547,1.59718971243843e-13,"+","GO:0030036","actin cytoskeleton organization"
"139",32,4.44319775596073,1.7861514677578e-11,7.2020202020202,92,1.62878077818234e-13,"+","GO:1990266","neutrophil migration"
"140",84,2.33267882187938,2.26307042830221e-11,36.010101010101,460,2.07852693014701e-13,"+","GO:0048568","embryonic organ development"
"141",40,3.67602692039916,2.25544025431152e-11,10.8813131313131,139,2.08631552750721e-13,"+","GO:0097529","myeloid leukocyte migration"
"142",69,2.56973572839274,2.60173814885245e-11,26.8510101010101,343,2.42371460432361e-13,"+","GO:0050808","synapse organization"
"143",219,1.62176718092567,2.72095798616374e-11,135.037878787879,1725,2.55262738320157e-13,"+","GO:0071310","cellular response to organic substance"
"144",112,2.03804797353184,3.30473746639292e-11,54.9545454545455,702,3.12197202099705e-13,"+","GO:0031175","neuron projection development"
"145",156,0.617722936623803,4.69982308613719e-11,252.540404040404,3226,4.47073638712782e-13,"-","GO:1901360","organic cyclic compound metabolic process"
"146",128,0.586687037744366,4.68207700501357e-11,218.174242424242,2787,4.48457155895809e-13,"-",NA,"UNCLASSIFIED"
"147",1484,1.06469549148028,4.65022614104189e-11,1393.82575757576,17805,4.4845715589658e-13,"+","GO:0008150","biological_process"
"148",102,2.11177916034924,4.63862673839777e-11,48.300505050505,617,4.50381655371561e-13,"+","GO:0030029","actin filament-based process"
"149",111,2.02562211981567,5.62490570056748e-11,54.7979797979798,700,5.49833332929577e-13,"+","GO:0010562","positive regulation of phosphorus metabolic process"
"150",111,2.02562211981567,5.58740632923036e-11,54.7979797979798,700,5.49833332929577e-13,"+","GO:0045937","positive regulation of phosphate metabolic process"
"151",3,0.0827701525813419,5.68468247146638e-11,36.2449494949495,463,5.63135244500049e-13,"-","GO:0022613","ribonucleoprotein complex biogenesis"
"152",1012,1.15765056603992,5.9419706446956e-11,874.184343434343,11167,5.92520854158454e-13,"+","GO:0050794","regulation of cellular process"
"153",101,2.10815939278937,6.51247977799597e-11,47.9090909090909,612,6.5368326840739e-13,"+","GO:0032989","cellular anatomical entity morphogenesis"
"154",95,2.14407842243246,9.59104421495802e-11,44.3080808080808,566,9.68983014566381e-13,"+","GO:0007507","heart development"
"155",79,2.34688672168042,9.71742906767276e-11,33.6616161616162,430,9.88126684700701e-13,"+","GO:0048732","gland development"
"156",87,2.21827313115704,1.35707313249414e-10,39.219696969697,501,1.3888565811788e-12,"+","GO:0048858","cell projection morphogenesis"
"157",101,2.07426615496318,1.79150596807557e-10,48.6919191919192,622,1.84521706349055e-12,"+","GO:0042327","positive regulation of phosphorylation"
"158",46,3.10906298003072,2.49959174788095e-10,14.7954545454545,189,2.59093023791373e-12,"+","GO:0030324","lung development"
"159",112,0.574351536499139,2.49351655146077e-10,195.002525252525,2491,2.60099148253141e-12,"-","GO:0010467","gene expression"
"160",126,1.88251273344652,2.78398697200032e-10,66.9318181818182,855,2.92224572275832e-12,"+","GO:0051050","positive regulation of transport"
"161",85,2.21141843505683,2.84184571241722e-10,38.4368686868687,491,3.00162146361722e-12,"+","GO:0048812","neuron projection morphogenesis"
"162",182,1.66421132842266,3.07601730791244e-10,109.361111111111,1397,3.26913864647258e-12,"+","GO:0010648","negative regulation of cell communication"
"163",168,1.71001156663668,3.29710011835309e-10,98.2449494949495,1255,3.52573193788331e-12,"+","GO:0007010","cytoskeleton organization"
"164",136,1.82872665534805,3.37705012587286e-10,74.3686868686869,950,3.63338070355671e-12,"+","GO:0008284","positive regulation of cell population proliferation"
"165",146,1.78814214579532,3.50544716078044e-10,81.6489898989899,1043,3.79452064245078e-12,"+","GO:1902533","positive regulation of intracellular signal transduction"
"166",54,2.78147762747138,3.62171290348501e-10,19.4141414141414,248,3.94413397611042e-12,"+","GO:0050900","leukocyte migration"
"167",107,1.99538497763127,4.01837782271255e-10,53.6237373737374,685,4.40247389879286e-12,"+","GO:0009792","embryo development ending in birth or egg hatching"
"168",45,3.10723626852659,4.14644386364612e-10,14.4823232323232,185,4.56998339626417e-12,"+","GO:0031589","cell-substrate adhesion"
"169",46,3.06048387096774,4.23293977574138e-10,15.030303030303,192,4.69308418356159e-12,"+","GO:0002064","epithelial cell development"
"170",46,3.04462644158449,5.11273784135673e-10,15.1085858585859,193,5.70206280279895e-12,"+","GO:0030323","respiratory tube development"
"171",132,1.83481343676507,5.60734516532418e-10,71.9419191919192,919,6.29046790835423e-12,"+","GO:0051093","negative regulation of developmental process"
"172",181,1.65388342793853,6.06417970026499e-10,109.439393939394,1398,6.84274032963051e-12,"+","GO:0023057","negative regulation of signaling"
"173",85,2.18912591050989,6.04405406380246e-10,38.8282828282828,496,6.85968216911254e-12,"+","GO:0120039","plasma membrane bounded cell projection morphogenesis"
"174",7,0.164072210713229,6.05958616562953e-10,42.6641414141414,545,6.91706352305673e-12,"-","GO:0007606","sensory perception of chemical stimulus"
"175",131,1.83287990672367,7.34105352372649e-10,71.4722222222222,913,8.42802838451837e-12,"+","GO:0001932","regulation of protein phosphorylation"
"176",37,3.4753320683112,9.12658682683703e-10,10.6464646464646,136,1.05378159254958e-11,"+","GO:0050680","negative regulation of epithelial cell proliferation"
"177",80,2.20720406883578,1.37587190006475e-09,36.2449494949495,463,1.59764696130329e-11,"+","GO:0007389","pattern specification process"
"178",103,1.98153905946366,1.49219742312846e-09,51.979797979798,664,1.74251224376347e-11,"+","GO:0043009","chordate embryonic development"
"179",170,1.6691874736555,1.49991019507956e-09,101.84595959596,1301,1.76135881991237e-11,"+","GO:0009968","negative regulation of signal transduction"
"180",151,1.72531594437071,1.72038110972633e-09,87.520202020202,1118,2.03154628190474e-11,"+","GO:0051130","positive regulation of cellular component organization"
"181",58,2.55483870967742,2.11774242661074e-09,22.7020202020202,290,2.51467151621429e-11,"+","GO:0007162","negative regulation of cell adhesion"
"182",161,1.68715763846622,2.33148632637771e-09,95.4267676767677,1219,2.78377295414776e-11,"+","GO:0044093","positive regulation of molecular function"
"183",37,3.35209334248456,2.80267343325478e-09,11.0378787878788,141,3.36475259650741e-11,"+","GO:0008360","regulation of cell shape"
"184",66,2.38162930563149,2.93347839838643e-09,27.7121212121212,354,3.54103539528376e-11,"+","GO:0050878","regulation of body fluid levels"
"185",52,2.6893039049236,3.0771717575241e-09,19.3358585858586,247,3.73467673779412e-11,"+","GO:0022604","regulation of cell morphogenesis"
"186",126,1.82075609400088,3.10747818186746e-09,69.2020202020202,884,3.79184505561469e-11,"+","GO:0043085","positive regulation of catalytic activity"
"187",105,1.94672035207641,3.34712528498318e-09,53.9368686868687,689,4.10622861832878e-11,"+","GO:0009617","response to bacterium"
"188",77,2.19067461742941,4.40701936368595e-09,35.1489898989899,449,5.43541061715514e-11,"+","GO:0048667","cell morphogenesis involved in neuron differentiation"
"189",86,2.0845932545755,4.86389410525359e-09,41.2550505050505,527,6.0308074912611e-11,"+","GO:0043549","regulation of kinase activity"
"190",102,1.94472797303804,5.08105028632597e-09,52.449494949495,670,6.33339601392072e-11,"+","GO:0045596","negative regulation of cell differentiation"
"191",176,1.62329102131128,5.53095787470907e-09,108.421717171717,1385,6.93047926306785e-11,"+","GO:0043207","response to external biotic stimulus"
"192",38,3.21469771416364,5.61861440803404e-09,11.8207070707071,151,7.07717618803736e-11,"+","GO:0001890","placenta development"
"193",49,2.73334272432737,5.90243802323894e-09,17.9267676767677,229,7.4734011578109e-11,"+","GO:0010632","regulation of epithelial cell migration"
"194",138,1.74884792626728,6.18318743362266e-09,78.9090909090909,1008,7.86943752622709e-11,"+","GO:0007417","central nervous system development"
"195",333,0.753152700356392,6.39669259167867e-09,442.141414141414,5648,8.18313360478476e-11,"-","GO:0043170","macromolecule metabolic process"
"196",3,0.0965304298366783,6.51999612753909e-09,31.0782828282828,397,8.38364653281941e-11,"-","GO:0006412","translation"
"197",58,2.50305143853531,6.71842855267745e-09,23.1717171717172,296,8.68287361331403e-11,"+","GO:0070372","regulation of ERK1 and ERK2 cascade"
"198",40,3.07811892732219,7.31320927147088e-09,12.9949494949495,166,9.49954363151109e-11,"+","GO:0061138","morphogenesis of a branching epithelium"
"199",175,1.61757154194482,7.47676009359539e-09,108.186868686869,1382,9.76103955012453e-11,"+","GO:0051707","response to other organism"
"200",148,0.640440597954367,7.92706573245838e-09,231.090909090909,2952,1.04009259758032e-10,"-","GO:0009059","macromolecule biosynthetic process"
"201",4,0.119945479327578,8.16699957058362e-09,33.3484848484849,426,1.07693164973254e-10,"-","GO:0043043","peptide biosynthetic process"
"202",63,2.37396517270911,8.7127528195806e-09,26.5378787878788,339,1.15461265469742e-10,"+","GO:0002237","response to molecule of bacterial origin"
"203",73,2.20975386026601,1.21954108965617e-08,33.0353535353535,422,1.62413462704325e-10,"+","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway"
"204",356,1.36115321856504,1.24425028453735e-08,261.542929292929,3341,1.66520408086086e-10,"+","GO:0031325","positive regulation of cellular metabolic process"
"205",73,2.20452985586822,1.25826967500426e-08,33.1136363636364,423,1.69222123844304e-10,"+","GO:0061564","axon development"
"206",85,2.05645161290323,1.4203854431368e-08,41.3333333333333,528,1.91956571072743e-10,"+","GO:0071396","cellular response to lipid"
"207",117,1.81381146257438,1.51990160739244e-08,64.5050505050505,824,2.06402698110763e-10,"+","GO:0034097","response to cytokine"
"208",1,0.0404246631278073,1.86548731101369e-08,24.7373737373737,316,2.54557082392473e-10,"-","GO:0042254","ribosome biogenesis"
"209",178,1.59118715998104,1.92190369584975e-08,111.866161616162,1429,2.63516284479826e-10,"+","GO:0009607","response to biotic stimulus"
"210",58,2.41336555637281,1.99170383312324e-08,24.0328282828283,307,2.74393364138214e-10,"+","GO:0001822","kidney development"
