"","number_in_list","fold_enrichment","fdr","expected","number_in_reference","pValue","plus_minus","term.id","term.label"
"43",84,2.45618011033249,1.09545366274256e-11,34.1994463869464,1059,3.09023863399135e-14,"+","GO:0009790","embryo development"
"44",43,3.8483028380199,1.24552525293465e-11,11.1737567987568,346,3.59529693164892e-14,"+","GO:0008544","epidermis development"
"45",57,3.09654135338346,1.22046914581375e-11,18.407634032634,570,3.60303821830473e-14,"+","GO:2000147","positive regulation of cell motility"
"46",55,3.14805498033438,1.73348463089967e-11,17.4711052836053,541,5.23127291355931e-14,"+","GO:0034330","cell junction organization"
"47",55,3.1364599343663,1.97818576505555e-11,17.5356934731935,543,6.09950344142299e-14,"+","GO:0030335","positive regulation of cell migration"
"48",54,3.15496666193786,2.6070145395975e-11,17.1158702408702,530,8.20945338192483e-14,"+","GO:0001568","blood vessel development"
"49",272,1.47583537431278,2.91056243896491e-11,184.302398989899,5707,9.35626579474385e-14,"+","GO:0048522","positive regulation of cellular process"
"50",38,4.12872180451128,3.75875116842373e-11,9.20381701631702,285,1.23294337349069e-13,"+","GO:0043588","skin development"
"51",96,2.22339543698438,4.20149740593713e-11,43.1772047397047,1337,1.40573619171287e-13,"+","GO:0051094","positive regulation of developmental process"
"52",254,1.49471969547586,9.39985170922775e-11,169.931526806527,5262,3.20666724975296e-13,"+","GO:0007154","cell communication"
"53",248,1.50311657005108,1.0947306793232e-10,164.99053030303,5109,3.80638496386075e-13,"+","GO:0023052","signaling"
"54",32,4.6088057352684,1.49521993181041e-10,6.94323038073038,215,5.29698066770074e-13,"+","GO:0060326","cell chemotaxis"
"55",134,1.85239527389903,2.86893298737381e-10,72.3387723387723,2240,1.03517230404487e-12,"+","GO:0048468","cell development"
"56",77,2.39391249207356,2.90624952485397e-10,32.1649184149184,996,1.06770303346994e-12,"+","GO:0009887","animal organ morphogenesis"
"57",94,2.16251773564669,3.17849027362028e-10,43.4678515928516,1346,1.18857144654173e-12,"+","GO:0022008","neurogenesis"
"58",39,3.7504693410545,3.42023915623198e-10,10.3986985236985,322,1.30140963761369e-12,"+","GO:0042060","wound healing"
"59",55,2.85754655094111,6.93523323316841e-10,19.2472804972805,596,2.68437158536335e-12,"+","GO:0048598","embryonic morphogenesis"
"60",107,2.00562908481858,9.26790025897446e-10,53.3498445998446,1652,3.64806150717357e-12,"+","GO:0051240","positive regulation of multicellular organismal process"
"61",232,1.50009938188549,1.25673101709382e-09,154.65641996892,4789,5.0292325685707e-12,"+","GO:0007165","signal transduction"
"62",51,2.88708608816374,2.92166367724496e-09,17.6648698523699,547,1.18836940227769e-11,"+","GO:0030036","actin cytoskeleton organization"
"63",94,2.07318295739348,2.93806051430651e-09,45.3409090909091,1404,1.21431353671397e-11,"+","GO:2000026","regulation of multicellular organismal development"
"64",44,3.16855394299703,3.69663940589367e-09,13.8864607614608,430,1.55208897183753e-11,"+","GO:0048732","gland development"
"65",139,1.76256858362122,4.07132220247371e-09,78.8621794871795,2442,1.73611456511705e-11,"+","GO:0051128","regulation of cellular component organization"
"66",289,1.38787290807664,5.96285133704792e-09,208.232323232323,6448,2.58182895916265e-11,"+","GO:0051716","cellular response to stimulus"
"67",51,2.81503759398496,6.83464467694457e-09,18.1169871794872,561,3.00414087355039e-11,"+","GO:0006954","inflammatory response"
"68",54,2.71010102241016,7.33776379297199e-09,19.9254564879565,617,3.27342345943775e-11,"+","GO:0030029","actin filament-based process"
"69",36,3.51657693128721,1.37375971722184e-08,10.237228049728,317,6.21855412243698e-11,"+","GO:0060562","epithelial tube morphogenesis"
"70",29,4.15739348370927,1.87465440986643e-08,6.97552447552448,216,8.60892269833038e-11,"+","GO:0060541","respiratory system development"
"71",80,2.11548512613729,4.61387507887506e-08,37.816385003885,1171,2.14908568260926e-10,"+","GO:0048699","generation of neurons"
"72",28,4.08977159880834,5.67984284779263e-08,6.8463480963481,212,2.68286219931161e-10,"+","GO:0009913","epidermal cell differentiation"
"73",97,1.91803647048656,8.35589256134208e-08,50.5725524475525,1566,4.00170673081396e-10,"+","GO:0045595","regulation of cell differentiation"
"74",36,3.27869084475896,9.16421598148527e-08,10.9799922299922,340,4.4489403833229e-10,"+","GO:0001525","angiogenesis"
"75",26,4.25979233798783,9.69275940900029e-08,6.10358391608392,189,4.76911996112984e-10,"+","GO:0030324","lung development"
"76",83,2.04791181140101,1.00728791692925e-07,40.529088966589,1255,5.02223195477421e-10,"+","GO:0007010","cytoskeleton organization"
"77",26,4.17150648642331,1.49893621980905e-07,6.2327602952603,193,7.57187488849286e-10,"+","GO:0030323","respiratory tube development"
"78",32,3.45258966230908,2.25989855542283e-07,9.2684052059052,287,1.15641335250922e-09,"+","GO:0034329","cell junction assembly"
"79",75,2.07728623885295,3.2844644872771e-07,36.104797979798,1118,1.70224164859208e-09,"+","GO:0051130","positive regulation of cellular component organization"
"80",237,1.4091403624268,3.40345227482442e-07,168.187645687646,5208,1.7862374990878e-09,"+","GO:0048519","negative regulation of biological process"
"81",74,2.09263981872489,3.48334909561887e-07,35.3620337995338,1095,1.85102195594784e-09,"+","GO:0030182","neuron differentiation"
"82",54,2.4268974322599,3.64288554425544e-07,22.2506313131313,689,1.95969700602865e-09,"+","GO:0009617","response to bacterium"
"83",453,1.19666714987434,3.77009899963449e-07,378.551379176379,11722,2.05286503293094e-09,"+","GO:0050789","regulation of biological process"
"84",16,6.5190344281757,3.79540003834389e-07,2.4543512043512,76,2.09154105635955e-09,"+","GO:0002526","acute inflammatory response"
"85",17,6.05071298936998,3.98308795765404e-07,2.80958624708625,87,2.22110133438689e-09,"+","GO:0071621","granulocyte chemotaxis"
"86",53,2.4422126745435,4.08674786961477e-07,21.7016317016317,672,2.30571617651952e-09,"+","GO:0031344","regulation of cell projection organization"
"87",22,4.54159398496241,5.38455028514768e-07,4.84411421911422,150,3.07325247528602e-09,"+","GO:0030595","leukocyte chemotaxis"
"88",13,8.21531379469081,5.76718623195984e-07,1.58241064491064,49,3.32947837310546e-09,"+","GO:0007173","epidermal growth factor receptor signaling pathway"
"89",18,5.51858855058438,6.08249144902009e-07,3.26170357420357,101,3.55141205118932e-09,"+","GO:0097530","granulocyte migration"
"90",21,4.67822794396062,6.88250528586053e-07,4.48887917637918,139,4.06367169013611e-09,"+","GO:0097529","myeloid leukocyte migration"
"91",23,4.2903886221578,6.98197286187203e-07,5.36081973581974,166,4.16820527737555e-09,"+","GO:0061138","morphogenesis of a branching epithelium"
"92",41,2.75996077149395,8.11786198343496e-07,14.8552836052836,460,4.89958211950414e-09,"+","GO:0048568","embryonic organ development"
"93",17,5.72186989212161,8.92510325373822e-07,2.97105672105672,92,5.44534935772259e-09,"+","GO:1990266","neutrophil migration"
"94",16,6.11662489557226,9.05519860618943e-07,2.61582167832168,81,5.58412824891299e-09,"+","GO:0030593","neutrophil chemotaxis"
"95",93,1.84957190664523,1.02016660488563e-06,50.2819055944056,1557,6.35805467848424e-09,"+","GO:0044419","biological process involved in interspecies interaction between organisms"
"96",24,4.01713472871368,1.15659276789428e-06,5.97440753690754,185,7.28418983912951e-09,"+","GO:0031589","cell-substrate adhesion"
"97",51,2.40737208875848,1.14770723810945e-06,21.1849261849262,656,7.30352306610357e-09,"+","GO:0120035","regulation of plasma membrane bounded cell projection organization"
"98",42,2.67602339181287,1.22118260866756e-06,15.6949300699301,486,7.85120354585195e-09,"+","GO:0045785","positive regulation of cell adhesion"
"99",35,3.00218690771249,1.22235078308656e-06,11.6581682206682,361,7.93890490884796e-09,"+","GO:0050678","regulation of epithelial cell proliferation"
"100",73,2.02551540140674,1.32005885316467e-06,36.0402097902098,1116,8.6600987546065e-09,"+","GO:0051241","negative regulation of multicellular organismal process"
"101",56,0.527391471379178,1.40458952587336e-06,106.182983682984,3288,9.3067993251466e-09,"-","GO:0034641","cellular nitrogen compound metabolic process"
"102",21,4.45392934390771,1.49427816994499e-06,4.71493783993784,146,9.99910603781337e-09,"+","GO:0030216","keratinocyte differentiation"
"103",189,1.46972957255016,1.5488155208014e-06,128.595085470085,3982,1.04656562778025e-08,"+","GO:0048583","regulation of response to stimulus"
"104",86,1.89135338345865,1.69117922887878e-06,45.4700854700855,1408,1.15385842552905e-08,"+","GO:0050790","regulation of catalytic activity"
"105",61,2.16864549433285,1.85940626641171e-06,28.1281565656566,871,1.2808348617282e-08,"+","GO:0045597","positive regulation of cell differentiation"
"106",30,0.426129544043595,1.90728375818591e-06,70.4011266511267,2180,1.32632735267143e-08,"-","GO:0090304","nucleic acid metabolic process"
"107",52,2.35065912957576,1.97615773479082e-06,22.1214549339549,685,1.38718675866049e-08,"+","GO:0009792","embryo development ending in birth or egg hatching"
"108",23,4.02375430100675,2.04624643629716e-06,5.71605477855478,177,1.44981050396965e-08,"+","GO:0001763","morphogenesis of a branching structure"
"109",53,2.311502700413,2.12444830166103e-06,22.9288073038073,710,1.5191554476222e-08,"+","GO:0008285","negative regulation of cell population proliferation"
"110",14,6.66947368421053,2.16066679083425e-06,2.09911616161616,65,1.55922946265018e-08,"+","GO:0038127","ERBB signaling pathway"
"111",30,3.20331864143116,2.99168339222438e-06,9.36528749028749,290,2.17855314922854e-08,"+","GO:0007162","negative regulation of cell adhesion"
"112",25,3.66888785945907,3.097701683041e-06,6.814054001554,211,2.27607812438884e-08,"+","GO:1901888","regulation of cell junction assembly"
"113",11,8.73383458646616,3.63966697241361e-06,1.2594696969697,39,2.69817206509701e-08,"+","GO:0060428","lung epithelium development"
"114",44,0.496710971742152,3.80740579787725e-06,88.582702020202,2743,2.84749892382081e-08,"-","GO:0006139","nucleobase-containing compound metabolic process"
"115",26,3.51572380733493,3.83420040595515e-06,7.39534770784771,229,2.89269203362095e-08,"+","GO:0010632","regulation of epithelial cell migration"
"116",179,1.46635159326889,4.2706158815182e-06,122.071678321678,3780,3.24996025884741e-08,"+","GO:0042221","response to chemical"
"117",50,2.33173294682489,4.3326760441346e-06,21.4432789432789,664,3.32561239364789e-08,"+","GO:0043009","chordate embryonic development"
"118",24,3.71584962406015,4.38273114379575e-06,6.45881895881896,200,3.39278537668371e-08,"+","GO:0001667","ameboidal-type cell migration"
"119",125,1.62020790779796,4.49580780983809e-06,77.1505924630925,2389,3.50981518973124e-08,"+","GO:0070887","cellular response to chemical stimulus"
"120",460,1.17322215843538,4.62843707759777e-06,392.082604895105,12141,3.64372137579041e-08,"+","GO:0065007","biological regulation"
"121",27,3.3712345379578,4.8077401489911e-06,8.00893550893551,248,3.81641775259413e-08,"+","GO:0050900","leukocyte migration"
"122",11,8.30779387493123,5.99183588280607e-06,1.32405788655789,41,4.7956699973912e-08,"+","GO:0006953","acute-phase response"
"123",619,1.07652855812657,6.31150344067225e-06,574.996357808858,17805,5.09292739751156e-08,"+","GO:0008150","biological_process"
"124",46,0.511090427899674,6.26060421940119e-06,90.0036421911422,2787,5.09292739753164e-08,"-",NA,"UNCLASSIFIED"
"125",65,2.0351384021226,6.45732967968624e-06,31.9388597513598,989,5.29532382051289e-08,"+","GO:0042325","regulation of phosphorylation"
"126",20,4.21298143317477,7.04013682196625e-06,4.74723193473193,147,5.81944000241257e-08,"+","GO:0035148","tube formation"
"127",23,3.7093984962406,8.10550471633771e-06,6.2004662004662,192,6.7532578821419e-08,"+","GO:0002064","epithelial cell development"
"128",72,1.93701978665169,8.20879643248486e-06,37.1705031080031,1151,6.89317026410853e-08,"+","GO:0051174","regulation of phosphorus metabolic process"
"129",20,4.12872180451128,9.67956909530135e-06,4.84411421911422,150,8.19172350123909e-08,"+","GO:0051701","biological process involved in interaction with host"
"130",58,2.107974160754,1.02912444359379e-05,27.5145687645688,852,8.77689284702437e-08,"+","GO:0033993","response to lipid"
"131",27,3.21563909774436,1.18560017955604e-05,8.39646464646465,260,1.01891769023054e-07,"+","GO:0044403","biological process involved in symbiotic interaction"
"132",17,4.70010741138561,1.31480391566956e-05,3.61693861693862,112,1.1385824107353e-07,"+","GO:0044409","symbiont entry into host"
"133",163,1.47626861831385,1.53270582017334e-05,110.41351010101,3419,1.33733434417801e-07,"+","GO:0006950","response to stress"
"134",26,3.25951721408785,1.52414855267993e-05,7.97664141414141,247,1.33986686386611e-07,"+","GO:0022604","regulation of cell morphogenesis"
"135",46,2.32746572313136,1.54608074107881e-05,19.763986013986,612,1.36929016627724e-07,"+","GO:0032989","cellular anatomical entity morphogenesis"
"136",24,3.42474619729046,1.80979952702445e-05,7.00781857031857,217,1.61472633782933e-07,"+","GO:0010810","regulation of cell-substrate adhesion"
"137",84,1.8013121446275,1.83778327731373e-05,46.6326728826729,1444,1.65175037060934e-07,"+","GO:0006952","defense response"
"138",71,1.9117777051324,1.88378689895746e-05,37.138209013209,1150,1.70545556685776e-07,"+","GO:0019220","regulation of phosphate metabolic process"
"139",163,1.46725651337646,2.11196514927093e-05,111.091686091686,3440,1.92588831429941e-07,"+","GO:0010646","regulation of cell communication"
"140",540,1.11863281430764,2.29246073387292e-05,482.732128982129,14948,2.10552058480751e-07,"+","GO:0009987","cellular process"
"141",32,2.76785819296845,2.4629099771184e-05,11.5612859362859,358,2.27822808353798e-07,"+","GO:0031346","positive regulation of cell projection organization"
"142",60,2.02168097065297,2.74165444311661e-05,29.6782731157731,919,2.55405714703509e-07,"+","GO:0051093","negative regulation of developmental process"
"143",28,2.98976406533575,2.90360315454092e-05,9.36528749028749,290,2.72397330643149e-07,"+","GO:0045765","regulation of angiogenesis"
"144",31,2.79862338060896,2.9207187296289e-05,11.0768745143745,343,2.75919108486887e-07,"+","GO:0050808","synapse organization"
"145",214,1.36687262711234,3.02333134679263e-05,156.561771561772,4848,2.87596303408077e-07,"+","GO:0048523","negative regulation of cellular process"
"146",53,0.552395461896073,3.04180097337081e-05,95.9457556332556,2971,2.91348777873213e-07,"-","GO:0006725","cellular aromatic compound metabolic process"
"147",52,0.549369329157079,3.41581785626501e-05,94.6539918414918,2931,3.29413648803356e-07,"-","GO:0046483","heterocycle metabolic process"
"148",82,1.7768816723404,3.58821282233863e-05,46.1482614607615,1429,3.48393031362669e-07,"+","GO:0009607","response to biotic stimulus"
"149",19,3.94860977948226,3.5806746132681e-05,4.81182012432012,149,3.50010180001933e-07,"+","GO:0016331","morphogenesis of embryonic epithelium"
"150",21,3.6328138782711,3.61904241936279e-05,5.78064296814297,179,3.56134857248848e-07,"+","GO:0045216","cell-cell junction organization"
"151",80,1.78861594419261,3.66017882436699e-05,44.7273212898213,1385,3.62584138607502e-07,"+","GO:0043207","response to external biotic stimulus"
"152",35,2.56822150162135,3.79251612276891e-05,13.628108003108,422,3.78181755993489e-07,"+","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway"
"153",0,0,3.87350383480506e-05,15.1459304584305,469,3.88798849783622e-07,"-","GO:0007608","sensory perception of smell"
"154",61,1.98830550059359,3.97951486302279e-05,30.6793900543901,950,4.02050310900419e-07,"+","GO:0008284","positive regulation of cell population proliferation"
"155",124,1.55642937908208,3.97463117816633e-05,79.6695318570319,2467,4.04164424729897e-07,"+","GO:0010033","response to organic substance"
"156",28,2.92916073968706,4.04914850449762e-05,9.55905205905206,296,4.14398193729337e-07,"+","GO:1901342","regulation of vasculature development"
"157",6,0.211850035579256,4.0750459369063e-05,28.3219211344211,877,4.19721978674991e-07,"-","GO:0006396","RNA processing"
"158",26,3.07290363312862,4.11918860076914e-05,8.46105283605284,262,4.26970936771977e-07,"+","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules"
"159",19,3.89631031220435,4.1384608260046e-05,4.87640831390831,151,4.31683573663145e-07,"+","GO:0010634","positive regulation of epithelial cell migration"
"160",20,3.73077271491983,4.17843321476566e-05,5.36081973581974,166,4.38594315005252e-07,"+","GO:0045766","positive regulation of angiogenesis"
"161",87,1.73358492756989,4.18359523243659e-05,50.1850233100233,1554,4.41880753409625e-07,"+","GO:1901700","response to oxygen-containing compound"
"162",161,1.45178555007203,4.21309003273431e-05,110.897921522922,3434,4.47760011351413e-07,"+","GO:0023051","regulation of signaling"
"163",18,4.06844849349651,4.23317418105447e-05,4.42429098679099,137,4.52671646993295e-07,"+","GO:0048754","branching morphogenesis of an epithelial tube"
"164",70,1.8750682935713,4.39364860596319e-05,37.3319735819736,1156,4.72714276309102e-07,"+","GO:0120036","plasma membrane bounded cell projection organization"
"165",16,4.50406015037594,4.49735179588766e-05,3.55235042735043,110,4.86822178259833e-07,"+","GO:0046718","symbiont entry into host cell"
"166",18,4.03896698267408,4.63872164036177e-05,4.45658508158508,138,5.05168137702587e-07,"+","GO:0007160","cell-matrix adhesion"
"167",19,0.38453781512605,4.90832224213183e-05,49.409965034965,1530,5.37748352972522e-07,"-","GO:0016070","RNA metabolic process"
"168",49,2.16140350877193,5.03679706549343e-05,22.6704545454545,702,5.5512819458302e-07,"+","GO:0031175","neuron projection development"
"169",20,3.66454598033545,5.28610730034929e-05,5.45770202020202,169,5.86073695308686e-07,"+","GO:1904018","positive regulation of vasculature development"
"170",28,2.87096549320321,5.58167595576811e-05,9.75281662781663,302,6.22505354904269e-07,"+","GO:0048608","reproductive structure development"
"171",17,4.17787325456498,5.73262035441293e-05,4.06905594405594,126,6.43100492425776e-07,"+","GO:0001838","embryonic epithelial tube formation"
"172",38,2.41619243179818,5.76481636906808e-05,15.7272241647242,487,6.50494269815463e-07,"+","GO:0022407","regulation of cell-cell adhesion"
"173",18,3.95303151495761,6.14670863218917e-05,4.55346736596737,141,6.97618968292807e-07,"+","GO:0008360","regulation of cell shape"
"174",61,0.585520838674492,6.39048416506538e-05,104.18074980575,3226,7.29478609670915e-07,"-","GO:1901360","organic cyclic compound metabolic process"
"175",79,1.77009238000936,6.8230910380361e-05,44.630439005439,1382,7.83337224730249e-07,"+","GO:0051707","response to other organism"
"176",28,2.83343653250774,7.02393934100077e-05,9.88199300699301,306,8.11003951988542e-07,"+","GO:0061458","reproductive system development"
"177",0,0,7.17841462950111e-05,14.306283993784,443,8.33549425586627e-07,"-","GO:0050911","detection of chemical stimulus involved in sensory perception of smell"
"178",144,1.47600779505865,7.27230228203606e-05,97.5604603729604,3021,8.49222466838823e-07,"+","GO:0009966","regulation of signal transduction"
"179",71,1.8245181418276,7.29318548014245e-05,38.9143842268842,1205,8.5644571340648e-07,"+","GO:0030030","cell projection organization"
"180",128,0.701765745809282,7.31268914256806e-05,182.397047397047,5648,8.63533455134981e-07,"-","GO:0043170","macromolecule metabolic process"
"181",28,2.82420709754843,7.29083008662714e-05,9.9142871017871,307,8.6573525269272e-07,"+","GO:0001822","kidney development"
"182",48,2.13554576095411,7.68278484639234e-05,22.47668997669,696,9.17317353567806e-07,"+","GO:0000902","cell morphogenesis"
"183",114,1.57451255256786,7.69903312095873e-05,72.4033605283605,2242,9.24308247153085e-07,"+","GO:0048584","positive regulation of response to stimulus"
"184",8,9.52781954887218,8.76752009194559e-05,0.839646464646465,26,1.05833739875221e-06,"+","GO:0060487","lung epithelial cell differentiation"
"185",8,9.52781954887218,8.72012809144859e-05,0.839646464646465,26,1.05833739875221e-06,"+","GO:0060479","lung cell differentiation"
"186",10,7.03759398496241,8.68865235540573e-05,1.42094017094017,44,1.06021737066553e-06,"+","GO:0035272","exocrine system development"
"187",44,2.21901986235948,8.69304803368249e-05,19.8285742035742,614,1.06645672262588e-06,"+","GO:0007167","enzyme-linked receptor protein signaling pathway"
"188",104,1.60378635832609,8.7223078019907e-05,64.8465423465423,2008,1.07576846209687e-06,"+","GO:0065009","regulation of molecular function"
"189",25,3.00052456723203,8.91138976139081e-05,8.33187645687646,258,1.10493516033777e-06,"+","GO:0006959","humoral immune response"
"190",34,2.48894576867701,9.08978614524155e-05,13.6604020979021,423,1.13301801980968e-06,"+","GO:0061564","axon development"
"191",44,2.19400675602049,0.000101513866722719,20.0546328671329,621,1.27200344709304e-06,"+","GO:0040008","regulation of growth"
"192",8,9.1749373433584,0.000116032768402051,0.87194055944056,27,1.46154244789043e-06,"+","GO:0060441","epithelial tube branching involved in lung morphogenesis"
"193",23,3.12370399683419,0.000117020084805065,7.36305361305361,228,1.48165560371171e-06,"+","GO:0007411","axon guidance"
"194",23,3.12370399683419,0.000116416888491637,7.36305361305361,228,1.48165560371171e-06,"+","GO:0097485","neuron projection guidance"
"195",41,2.24307765881134,0.000117490415576528,18.2784576534577,566,1.50302637521635e-06,"+","GO:0007507","heart development"
"196",17,3.92844798563573,0.000120250602532021,4.3274087024087,134,1.54622568367619e-06,"+","GO:0072175","epithelial tube formation"
"197",79,1.7337120263451,0.00012062089187475,45.5669677544678,1411,1.55890019676741e-06,"+","GO:0009719","response to endogenous stimulus"
"198",28,2.73511539100116,0.000125835469721371,10.237228049728,317,1.63454851438899e-06,"+","GO:0072001","renal system development"
"199",10,6.73161163779013,0.00012586687912004,1.48552836052836,46,1.64321386504546e-06,"+","GO:0035987","endodermal cell differentiation"
"200",15,4.34094582250018,0.000135884002172542,3.45546814296814,107,1.78290365640021e-06,"+","GO:0090132","epithelium migration"
"201",15,4.34094582250018,0.000135207962360739,3.45546814296814,107,1.78290365640021e-06,"+","GO:0022612","gland morphogenesis"
"202",0,0,0.000137147977534455,13.4989316239316,418,1.81748287489076e-06,"-","GO:0034470","ncRNA processing"
"203",46,2.12598361575581,0.000136915285109857,21.6370435120435,670,1.82338141293059e-06,"+","GO:0045596","negative regulation of cell differentiation"
"204",55,1.95983629960978,0.000140692234804827,28.0635683760684,869,1.88291123139701e-06,"+","GO:0048666","neuron development"
"205",29,2.64895867988555,0.000151472320305267,10.9476981351981,339,2.0371203609906e-06,"+","GO:0002237","response to molecule of bacterial origin"
"206",16,4.02802127269393,0.000165593452969594,3.97217365967366,123,2.23789616950315e-06,"+","GO:0001704","formation of primary germ layer"
"207",27,2.75021764938662,0.000165882090053531,9.81740481740482,304,2.25267943587752e-06,"+","GO:0048562","embryonic organ morphogenesis"
"208",19,3.48131868131868,0.000178322512880004,5.45770202020202,169,2.43331907623439e-06,"+","GO:1903034","regulation of response to wounding"
"209",115,1.53757450621372,0.000182344599868218,74.7931235431235,2316,2.50016541182559e-06,"+","GO:0002376","immune system process"
"210",39,2.24470469854935,0.000200738821208236,17.374222999223,538,2.76554172103455e-06,"+","GO:0046903","secretion"
"211",169,0.753622535601677,0.000206216045401291,224.250194250194,6944,2.85452900214344e-06,"-","GO:0044238","primary metabolic process"
