"","number_in_list","fold_enrichment","fdr","expected","number_in_reference","pValue","plus_minus","term.id","term.label"
"62",0,0,1.34604222031075e-23,54.4069055944056,443,5.47494703531237e-26,"-","GO:0050911","detection of chemical stimulus involved in sensory perception of smell"
"63",203,2.09492623213311,1.45457298461661e-23,96.9007867132867,789,6.01181513027925e-26,"+","GO:0030155","regulation of cell adhesion"
"64",298,1.80268939734444,2.18095113597894e-23,165.308566433566,1346,9.1570473464969e-26,"+","GO:0022008","neurogenesis"
"65",446,1.58580242117205,2.42536552552161e-23,281.245629370629,2290,1.03423708691796e-25,"+","GO:0009605","response to external stimulus"
"66",134,2.53738310022345,2.8192565814871e-23,52.8103146853147,430,1.22069759481827e-25,"+","GO:0009611","response to wounding"
"67",307,1.78041386582312,3.137939075832e-23,172.431818181818,1404,1.37926863531289e-25,"+","GO:2000026","regulation of multicellular organismal development"
"68",333,1.73141898801489,3.22724115769753e-23,192.327797202797,1566,1.43969296544927e-25,"+","GO:0045595","regulation of cell differentiation"
"69",296,1.80264415206935,3.49090390390552e-23,164.203234265734,1337,1.58021629186827e-25,"+","GO:0051094","positive regulation of developmental process"
"70",23,0.213539363001497,4.23313304058443e-23,107.708479020979,877,1.94396977524707e-25,"-","GO:0006396","RNA processing"
"71",129,0.481817885010937,7.4549124588844e-23,267.736013986014,2180,3.47240559326112e-25,"-","GO:0090304","nucleic acid metabolic process"
"72",133,2.5126041400038,1.44006767703996e-22,52.9331293706294,431,6.80213033831117e-25,"+","GO:0048514","blood vessel morphogenesis"
"73",435,1.5812150482969,1.92540060377852e-22,275.104895104895,2240,9.22090428890849e-25,"+","GO:0048468","cell development"
"74",468,1.54463689383131,3.83362956719944e-22,302.983828671329,2467,1.86110731465433e-24,"+","GO:0010033","response to organic substance"
"75",3,0.0497495850577295,9.33470616725809e-22,60.3020104895105,491,4.59294733677332e-24,"-","GO:0050907","detection of chemical stimulus involved in sensory perception"
"76",184,2.09537366548043,3.40835185254694e-21,87.8125,715,1.69936850222113e-23,"+","GO:0098657","import into cell"
"77",307,1.73109492217151,4.09533116501641e-21,177.344405594406,1444,2.06875614843708e-23,"+","GO:0006952","defense response"
"78",241,0.59680840931328,4.39555844750814e-21,403.814685314685,3288,2.2492525021691e-23,"-","GO:0034641","cellular nitrogen compound metabolic process"
"79",1603,1.16881750276536,5.86897477533882e-21,1371.47159090909,11167,3.04171755725098e-23,"+","GO:0050794","regulation of cellular process"
"80",355,1.64796682316373,7.48093974653874e-21,215.416958041958,1754,3.92622961177655e-23,"+","GO:0010647","positive regulation of cell communication"
"81",354,1.64145299491727,1.70147028838851e-20,215.662587412587,1756,9.04146777927372e-23,"+","GO:0023056","positive regulation of signaling"
"82",78,0.415100132579722,1.82236281507204e-20,187.906468531469,1530,9.80343441815308e-23,"-","GO:0016070","RNA metabolic process"
"83",456,1.52043858805425,4.7335331210353e-20,299.913461538462,2442,2.57746669976993e-22,"+","GO:0051128","regulation of cellular component organization"
"84",323,1.67728230082068,5.2084637918787e-20,192.573426573427,1568,2.87024180619176e-22,"+","GO:0009967","positive regulation of signal transduction"
"85",146,2.25575506290221,8.05472924124779e-20,64.7233391608392,527,4.49158292662902e-22,"+","GO:0006897","endocytosis"
"86",425,1.54348716353281,9.35266233811891e-20,275.350524475524,2242,5.27671036592683e-22,"+","GO:0048584","positive regulation of response to stimulus"
"87",192,0.569934728710934,1.22351302952564e-19,336.880681818182,2743,6.98324697032935e-22,"-","GO:0006139","nucleobase-containing compound metabolic process"
"88",4,0.0694443390571292,3.07166077025631e-19,57.6000874125874,469,1.77331330960149e-21,"-","GO:0007608","sensory perception of smell"
"89",166,2.1020682632013,3.17449549865544e-19,78.9698426573427,643,1.85350717956002e-21,"+","GO:0030855","epithelial cell differentiation"
"90",157,2.14488046048389,4.15343634020101e-19,73.1975524475525,596,2.45233399342708e-21,"+","GO:0048598","embryonic morphogenesis"
"91",177,2.02985314019347,9.23093089561042e-19,87.1984265734266,710,5.51082274815029e-21,"+","GO:0008285","negative regulation of cell population proliferation"
"92",255,1.77309900289013,1.0931291487655e-18,143.815996503497,1171,6.59764361913178e-21,"+","GO:0048699","generation of neurons"
"93",8,0.121982752875631,1.41897001033588e-18,65.583041958042,534,8.65736475505064e-21,"-","GO:0034660","ncRNA metabolic process"
"94",385,1.56115750521047,1.62634095250649e-18,246.611888111888,2008,1.00292625818809e-20,"+","GO:0065009","regulation of molecular function"
"95",79,2.99183977489034,3.25814785325072e-18,26.4051573426573,215,2.0305979535447e-20,"+","GO:0060326","cell chemotaxis"
"96",588,1.40032204376006,4.53649021439466e-18,419.903409090909,3419,2.85706921591476e-20,"+","GO:0006950","response to stress"
"97",340,1.60486874000722,5.82530319357457e-18,211.855332167832,1725,3.70697638113713e-20,"+","GO:0071310","cellular response to organic substance"
"98",638,1.3742906098778,5.89210172129301e-18,464.23951048951,3780,3.78813861239071e-20,"+","GO:0042221","response to chemical"
"99",5,0.087930332121473,6.81485689812548e-18,56.8631993006993,463,4.42610268919781e-20,"-","GO:0022613","ribonucleoprotein complex biogenesis"
"100",330,1.61476868327402,8.37260284624389e-18,204.363636363636,1664,5.49275263809217e-20,"+","GO:0048585","negative regulation of response to stimulus"
"101",157,2.08200122874332,9.50329907935755e-18,75.4082167832168,614,6.29687861323304e-20,"+","GO:0007167","enzyme-linked receptor protein signaling pathway"
"102",290,1.67348060863929,1.07195013957007e-17,173.291520979021,1411,7.17305741889042e-20,"+","GO:0009719","response to endogenous stimulus"
"103",312,1.63160745753879,1.71521203639212e-17,191.222465034965,1557,1.15900308173186e-19,"+","GO:0044419","biological process involved in interspecies interaction between organisms"
"104",11,0.158243527029916,1.84702768748355e-17,69.5131118881119,566,1.26019077280253e-19,"-","GO:0050906","detection of stimulus involved in sensory perception"
"105",311,1.6295176722223,2.30604274503445e-17,190.854020979021,1554,1.58849628175961e-19,"+","GO:1901700","response to oxygen-containing compound"
"106",104,2.49060079547833,2.84330578635765e-17,41.756993006993,340,1.97723816410097e-19,"+","GO:0001525","angiogenesis"
"107",238,1.7697525146655,2.97794194293805e-17,134.48208041958,1095,2.09040076031209e-19,"+","GO:0030182","neuron differentiation"
"108",288,1.66548042704626,3.0439746020362e-17,172.923076923077,1408,2.15672280404061e-19,"+","GO:0050790","regulation of catalytic activity"
"109",502,1.43469956993089,4.72178418536029e-17,349.899038461539,2849,3.3764644505955e-19,"+","GO:0065008","regulation of biological quality"
"110",246,1.74024134977785,5.81338894755763e-17,141.359702797203,1151,4.19518981979492e-19,"+","GO:0051174","regulation of phosphorus metabolic process"
"111",221,0.613940318912691,8.9918322280395e-17,359.969842657343,2931,6.54788018967647e-19,"-","GO:0046483","heterocycle metabolic process"
"112",245,1.73467429986075,8.93237782372269e-17,141.236888111888,1150,6.5631851752079e-19,"+","GO:0019220","regulation of phosphate metabolic process"
"113",4,0.0779172129612287,1.0219955996135e-16,51.3365384615385,418,7.57629749762683e-19,"-","GO:0034470","ncRNA processing"
"114",2322,1.06186654354559,1.12036973155689e-16,2186.71547202797,17805,8.37906904136232e-19,"+","GO:0008150","biological_process"
"115",207,0.604760025895521,1.11062738608227e-16,342.284527972028,2787,8.37906904149193e-19,"-",NA,"UNCLASSIFIED"
"116",226,0.619377589533941,1.38032499311675e-16,364.88243006993,2971,1.05043429247224e-18,"-","GO:0006725","cellular aromatic compound metabolic process"
"117",99,2.50339294003227,1.53468769433352e-16,39.5463286713287,322,1.17797323517038e-18,"+","GO:0042060","wound healing"
"118",11,0.164340984034738,1.54537123338201e-16,66.9340034965035,545,1.19631178599408e-18,"-","GO:0007606","sensory perception of chemical stimulus"
"119",179,0.585098525510343,2.35465717690534e-16,305.931381118881,2491,1.83824840288484e-18,"-","GO:0010467","gene expression"
"120",235,1.74267027076081,2.76484699149283e-16,134.850524475524,1098,2.17661640739448e-18,"+","GO:0032101","regulation of response to external stimulus"
"121",217,1.78654163773034,2.85472204676105e-16,121.463723776224,989,2.26609832485789e-18,"+","GO:0042325","regulation of phosphorylation"
"122",341,1.55897862171078,3.8843167986583e-16,218.732954545455,1781,3.1088804660258e-18,"+","GO:1902531","regulation of intracellular signal transduction"
"123",159,1.98868425799892,5.5364852692938e-16,79.9523601398601,651,4.46754371267557e-18,"+","GO:0043408","regulation of MAPK cascade"
"124",377,1.51364175563464,7.10089379982081e-16,249.068181818182,2028,5.77649302091308e-18,"+","GO:0032879","regulation of localization"
"125",243,1.71158369146277,7.74210062088565e-16,141.973776223776,1156,6.34889836390938e-18,"+","GO:0120036","plasma membrane bounded cell projection organization"
"126",299,1.60803320844126,8.67055479155521e-16,185.941433566434,1514,7.16715806426528e-18,"+","GO:0035556","intracellular signal transduction"
"127",231,1.73193606102908,1.03165198566314e-15,133.376748251748,1086,8.59540787110271e-18,"+","GO:0007267","cell-cell signaling"
"128",250,1.68928397395195,1.09340341109306e-15,147.991695804196,1205,9.18163331495845e-18,"+","GO:0030030","cell projection organization"
"129",96,2.46582170481718,1.12469083412382e-15,38.9322552447552,317,9.51814718900301e-18,"+","GO:0060562","epithelial tube morphogenesis"
"130",124,2.18067223661253,1.45317404600379e-15,56.8631993006993,463,1.23934019537159e-17,"+","GO:0007389","pattern specification process"
"131",59,3.2026571767497,3.79310865635763e-15,18.4222027972028,150,3.25983883738666e-17,"+","GO:0030595","leukocyte chemotaxis"
"132",256,1.66090938736159,4.30695330060146e-15,154.13243006993,1255,3.72969780016659e-17,"+","GO:0007010","cytoskeleton organization"
"133",263,1.64599363752493,4.77358795384387e-15,159.781905594406,1301,4.16510659227996e-17,"+","GO:0009968","negative regulation of signal transduction"
"134",278,1.62030991677642,5.63304915347243e-15,171.572115384615,1397,4.95196868441452e-17,"+","GO:0010648","negative regulation of cell communication"
"135",162,1.92563576382575,6.26583232039896e-15,84.1280594405594,685,5.54934962444309e-17,"+","GO:0009792","embryo development ending in birth or egg hatching"
"136",193,1.80421734742657,8.46205630014059e-15,106.971590909091,871,7.5499551060757e-17,"+","GO:0045597","positive regulation of cell differentiation"
"137",201,1.7808619147379,8.77591751710274e-15,112.866695804196,919,7.88755953449502e-17,"+","GO:0051093","negative regulation of developmental process"
"138",190,1.81578199923145,9.30128189945659e-15,104.638111888112,852,8.42076298710889e-17,"+","GO:0033993","response to lipid"
"139",277,1.61332661300587,1.15856870258593e-14,171.69493006993,1398,1.0564918300823e-16,"+","GO:0023057","negative regulation of signaling"
"140",137,2.03930855458762,1.15333223894408e-14,67.1796328671329,547,1.05928303780209e-16,"+","GO:0030036","actin cytoskeleton organization"
"141",73,2.75181231053117,1.25687818833172e-14,26.527972027972,216,1.16263087682721e-16,"+","GO:0060541","respiratory system development"
"142",159,1.92653787493645,1.40979165886831e-14,82.5314685314685,672,1.31332687502001e-16,"+","GO:0031344","regulation of cell projection organization"
"143",121,2.14179173758317,1.49613303229297e-14,56.4947552447552,460,1.40357556660693e-16,"+","GO:0048568","embryonic organ development"
"144",157,1.92522402778373,1.69611301198636e-14,81.548951048951,664,1.6023110524571e-16,"+","GO:0043009","chordate embryonic development"
"145",42,3.93078905387164,1.91152744951782e-14,10.6848776223776,87,1.81835255645269e-16,"+","GO:0071621","granulocyte chemotaxis"
"146",99,2.32974718696645,2.15158746997236e-14,42.4938811188811,346,2.06082641616456e-16,"+","GO:0008544","epidermis development"
"147",122,2.1271232292135,2.5390112411366e-14,57.354458041958,467,2.44856427505793e-16,"+","GO:0043410","positive regulation of MAPK cascade"
"148",148,1.95310796703138,4.71425817962502e-14,75.7766608391608,617,4.57724995463165e-16,"+","GO:0030029","actin filament-based process"
"149",263,0.663805865598242,4.88362213355661e-14,396.200174825175,3226,4.77373022305277e-16,"-","GO:1901360","organic cyclic compound metabolic process"
"150",190,1.78026037208883,6.73599134959688e-14,106.725961538462,869,6.6286079015911e-16,"+","GO:0048666","neuron development"
"151",86,2.43986757101938,9.63200088311422e-14,35.2478146853147,287,9.54163965984549e-16,"+","GO:0034329","cell junction assembly"
"152",138,1.98523697546622,1.08703360397178e-13,69.5131118881119,566,1.08396711804573e-15,"+","GO:0007507","heart development"
"153",182,1.79843139964758,1.09662829648141e-13,101.199300699301,824,1.10072905177232e-15,"+","GO:0034097","response to cytokine"
"154",6,0.123058167573527,1.13345708838203e-13,48.7574300699301,397,1.14513148075072e-15,"-","GO:0006412","translation"
"155",160,1.87180431136745,1.2890482247376e-13,85.479020979021,696,1.31078183319772e-15,"+","GO:0000902","cell morphogenesis"
"156",54,3.16321462403031,1.30115429943759e-13,17.0712412587413,139,1.33162809625575e-15,"+","GO:0097529","myeloid leukocyte migration"
"157",113,2.13973350988993,1.32544533737176e-13,52.8103146853147,430,1.36518348072798e-15,"+","GO:0048732","gland development"
"158",245,1.63648518854787,1.32351375477138e-13,149.711101398601,1219,1.37187675164914e-15,"+","GO:0044093","positive regulation of molecular function"
"159",196,1.74797410281696,1.36173312000191e-13,112.129807692308,913,1.420426202718e-15,"+","GO:0001932","regulation of protein phosphorylation"
"160",153,1.89905390157104,1.36615149220616e-13,80.5664335664336,656,1.43399749887151e-15,"+","GO:0120035","regulation of plasma membrane bounded cell projection organization"
"161",14,0.216716506772391,1.6391848660648e-13,64.6005244755245,526,1.73134398370683e-15,"-","GO:0009593","detection of chemical stimulus"
"162",277,1.57832792511001,1.69144800807147e-13,175.502185314685,1429,1.79764204754693e-15,"+","GO:0009607","response to biotic stimulus"
"163",270,1.58731708570474,1.8425999571486e-13,170.098339160839,1385,1.970371928198e-15,"+","GO:0043207","response to external biotic stimulus"
"164",110,2.15821292286584,2.13885815777727e-13,50.9680944055944,415,2.30120539182229e-15,"+","GO:0003002","regionalization"
"165",39,3.92039014103071,2.23576272696268e-13,9.94798951048951,81,2.42013284752898e-15,"+","GO:0030593","neutrophil chemotaxis"
"166",269,1.58487106725515,2.42227221881689e-13,169.729895104895,1382,2.63791371989506e-15,"+","GO:0051707","response to other organism"
"167",126,2.02354229400493,4.07174459813652e-13,62.2670454545455,507,4.46094172990093e-15,"+","GO:0001501","skeletal system development"
"168",106,2.16313024554268,4.47381246709118e-13,49.0030594405594,399,4.93079114656773e-15,"+","GO:0048880","sensory system development"
"169",64,2.7571974618238,7.15328834844703e-13,23.2119755244755,189,7.93089110337563e-15,"+","GO:0030324","lung development"
"170",104,2.15471824545199,1.04245196159839e-12,48.2661713286713,393,1.16261125416078e-14,"+","GO:0150063","visual system development"
"171",141,1.91664636790855,1.08803569732057e-12,73.5659965034965,599,1.22058718258753e-14,"+","GO:0007423","sensory organ development"
"172",210,1.6730853605031,1.28135720114827e-12,125.516608391608,1022,1.44586655249952e-14,"+","GO:0098542","defense response to other organism"
"173",188,1.73163073058405,1.38961738502326e-12,108.568181818182,884,1.577142344742e-14,"+","GO:0043085","positive regulation of catalytic activity"
"174",109,2.10311851714425,1.45626938157446e-12,51.8277972027972,422,1.66234253358234e-14,"+","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway"
"175",76,2.49523590862128,1.54895732070219e-12,30.458041958042,248,1.77830828001629e-14,"+","GO:0050900","leukocyte migration"
"176",3,0.0773007793143835,1.55401025668256e-12,38.8094405594406,316,1.79430430477026e-14,"-","GO:0042254","ribosome biogenesis"
"177",84,2.35847343232298,1.55517286251506e-12,35.6162587412587,290,1.80584922039734e-14,"+","GO:0007162","negative regulation of cell adhesion"
"178",179,1.75388739716759,1.80245560530475e-12,102.059003496503,831,2.10481596630745e-14,"+","GO:0141124","intracellular signaling cassette"
"179",43,3.46654451922061,1.93488757149933e-12,12.4042832167832,101,2.27215689364548e-14,"+","GO:0097530","granulocyte migration"
"180",132,1.94708339780288,1.92653609190188e-12,67.7937062937063,552,2.27498849663674e-14,"+","GO:0032103","positive regulation of response to external stimulus"
"181",64,2.70005347297771,2.0542138170237e-12,23.7032342657343,193,2.43923572053591e-14,"+","GO:0030323","respiratory tube development"
"182",301,1.51567530926962,2.06677811852985e-12,198.591346153846,1617,2.4677138199333e-14,"+","GO:0051049","regulation of transport"
"183",94,2.23143085398877,2.12859297930097e-12,42.1254370629371,343,2.55548458447863e-14,"+","GO:0050808","synapse organization"
"184",87,2.30744085223782,2.15506339482336e-12,37.7041083916084,307,2.6014017230696e-14,"+","GO:0001822","kidney development"
"185",157,1.82621250635486,2.30926942424543e-12,85.9702797202797,700,2.80269529282559e-14,"+","GO:0010562","positive regulation of phosphorus metabolic process"
"186",157,1.82621250635486,2.29685399723336e-12,85.9702797202797,700,2.80269529282559e-14,"+","GO:0045937","positive regulation of phosphate metabolic process"
"187",75,2.47237310357745,2.98497326270549e-12,30.3352272727273,247,3.6619431878628e-14,"+","GO:0022604","regulation of cell morphogenesis"
"188",151,1.83506665958464,4.23126266988442e-12,82.2858391608392,670,5.21864056903674e-14,"+","GO:0045596","negative regulation of cell differentiation"
"189",52,3.00285202291714,4.31482148848372e-12,17.3168706293706,141,5.35000499457734e-14,"+","GO:0008360","regulation of cell shape"
"190",63,2.67170818505338,5.39978821454032e-12,23.5804195804196,192,6.73069448771673e-14,"+","GO:0002064","epithelial cell development"
"191",163,1.78387479432136,5.475209644003e-12,91.3741258741259,744,6.86062482453961e-14,"+","GO:0051336","regulation of hydrolase activity"
"192",84,2.31066653842455,5.59088814847235e-12,36.3531468531469,296,7.04225234210254e-14,"+","GO:0070372","regulation of ERK1 and ERK2 cascade"
"193",154,1.819915396495,5.68978264450834e-12,84.6193181818182,689,7.20414649603169e-14,"+","GO:0009617","response to bacterium"
"194",88,2.26033656274908,5.70063317506337e-12,38.9322552447552,317,7.25528331668499e-14,"+","GO:0072001","renal system development"
"195",156,1.80941083432187,6.0899853373431e-12,86.2159090909091,702,7.79077045714036e-14,"+","GO:0031175","neuron projection development"
"196",40,3.54015163236887,6.0641284835264e-12,11.298951048951,92,7.79747544952552e-14,"+","GO:1990266","neutrophil migration"
"197",287,1.51743772241993,6.26675553311977e-12,189.134615384615,1540,8.09913297923372e-14,"+","GO:0002682","regulation of immune system process"
"198",121,1.96651536784083,8.31010850732108e-12,61.5301573426573,501,1.07944727707772e-13,"+","GO:0048858","cell projection morphogenesis"
"199",101,2.11408026786449,8.32202339170872e-12,47.7749125874126,389,1.08645453975598e-13,"+","GO:0001654","eye development"
"200",57,2.79586674098529,8.99014247496095e-12,20.3872377622378,166,1.17957652364508e-13,"+","GO:0061138","morphogenesis of a branching epithelium"
"201",245,0.675770814647648,9.27123106760171e-12,362.548951048951,2952,1.22253981800692e-13,"-","GO:0009059","macromolecule biosynthetic process"
"202",543,1.32334491878644,1.09456678316194e-11,410.323863636364,3341,1.45051820638137e-13,"+","GO:0031325","positive regulation of cellular metabolic process"
"203",195,1.67132421801836,1.3983807253424e-11,116.673951048951,950,1.86230589283282e-13,"+","GO:0008284","positive regulation of cell population proliferation"
"204",108,2.0355871886121,1.66525024056792e-11,53.0559440559441,432,2.22863641721351e-13,"+","GO:0040007","growth"
"205",108,2.0355871886121,1.65712706866271e-11,53.0559440559441,432,2.22863641721351e-13,"+","GO:0048589","developmental growth"
"206",209,1.6315924158003,1.83254727725007e-11,128.095716783217,1043,2.47657770198462e-13,"+","GO:1902533","positive regulation of intracellular signal transduction"
"207",91,2.19217081850534,1.89502239196432e-11,41.5113636363636,338,2.57344115421252e-13,"+","GO:0040013","negative regulation of locomotion"
"208",141,1.84577359224634,2.05167369724596e-11,76.3907342657343,622,2.79963346471928e-13,"+","GO:0042327","positive regulation of phosphorylation"
"209",593,1.29830944108306,2.05976100392591e-11,456.747814685315,3719,2.82418191839215e-13,"+","GO:0009893","positive regulation of metabolic process"
"210",70,2.46737841043891,2.14757110647355e-11,28.3701923076923,231,2.95866910948924e-13,"+","GO:0002685","regulation of leukocyte migration"
"211",118,1.95681701227069,2.2771289121973e-11,60.3020104895105,491,3.15209735927068e-13,"+","GO:0048812","neuron projection morphogenesis"
